Date,Initialprice,Discount
2019-05-26,6.99,80
2019-07-08,6.99,90
2019-09-01,6.99,50
2019-10-31,6.99,50
2019-12-02,6.99,50
2020-01-01,6.99,50
2020-01-26,6.99,75
2020-03-01,6.99,80
2020-07-08,6.99,80
2019-05-26,6.99,50
2019-07-08,6.99,50
2019-09-01,6.99,50
2019-10-31,6.99,50
2019-12-02,6.99,50
2020-01-01,6.99,50
2020-01-26,6.99,50
2020-03-01,6.99,50
2020-07-08,6.99,50
2019-05-19,4.99,75
2019-07-08,4.99,80
2019-09-01,4.99,50
2019-10-31,4.99,50
2019-12-02,4.99,50
2020-01-01,4.99,50
2020-01-26,4.99,60
2020-03-01,4.99,60
2020-07-08,4.99,60
2019-05-26,4.99,80
2019-07-08,4.99,80
2019-09-01,4.99,50
2019-10-31,4.99,50
2019-12-02,4.99,50
2020-01-01,4.99,50
2020-01-26,4.99,60
2020-03-01,4.99,50
2020-07-08,4.99,80
2019-05-26,9.99,80
2019-07-08,9.99,80
2019-08-25,9.99,50
2019-10-31,9.99,50
2019-12-02,9.99,50
2020-01-01,9.99,50
2020-01-26,9.99,70
2020-03-01,9.99,50
2020-07-08,9.99,70
2019-05-26,19.99,80
2019-07-08,19.99,90
2019-09-01,19.99,50
2019-10-31,19.99,50
2019-12-02,19.99,50
2020-01-01,19.99,50
2020-01-26,19.99,75
2020-03-01,19.99,60
2020-07-08,19.99,80
2019-05-26,6.99,50
2019-07-08,6.99,75
2019-08-25,6.99,50
2019-10-31,6.99,50
2019-12-02,6.99,50
2020-01-01,6.99,50
2020-01-26,6.99,60
2020-03-01,6.99,50
2020-07-08,6.99,60
2019-05-26,9.99,75
2019-07-08,9.99,75
2019-09-29,9.99,60
2019-10-31,9.99,60
2019-12-02,9.99,60
2020-01-01,9.99,60
2020-01-26,9.99,50
2020-03-01,9.99,60
2020-07-08,9.99,60
2019-05-26,9.99,90
2019-07-08,9.99,90
2019-09-01,9.99,50
2019-12-02,9.99,75
2020-01-01,9.99,75
2020-01-26,9.99,75
2020-03-01,9.99,75
2020-07-08,9.99,80
2019-05-26,4.99,80
2019-07-08,4.99,80
2019-09-01,4.99,50
2019-10-31,4.99,50
2019-12-02,4.99,50
2020-01-01,4.99,50
2020-01-26,4.99,50
2020-03-01,4.99,50
2020-07-08,4.99,70
2019-05-19,6.99,80
2019-07-08,6.99,80
2019-09-01,6.99,50
2019-10-31,6.99,50
2019-12-02,6.99,50
2020-01-01,6.99,50
2020-01-26,6.99,60
2020-03-01,6.99,60
2020-07-08,6.99,60
