Date,Initialprice,Discount
2019-06-02,59.99,75
2019-07-08,59.99,75
2019-08-09,59.99,75
2019-09-15,59.99,75
2019-10-04,59.99,75
2019-11-03,59.99,75
2019-11-11,59.99,75
2019-11-26,59.99,75
2019-12-05,59.99,75
2020-01-01,59.99,75
2020-01-26,59.99,75
2020-03-18,24.99,60
2020-03-26,24.99,60
2020-07-08,24.99,70
2019-05-31,39.99,80
2019-06-06,39.99,80
2019-06-28,39.99,80
2019-07-08,39.99,80
2019-08-26,39.99,82
2019-10-21,39.99,82
2020-03-18,19.99,70
2020-03-26,19.99,70
2020-07-08,19.99,75
2019-05-31,59.99,75
2019-06-02,59.99,75
2019-07-08,59.99,75
2019-08-09,59.99,75
2019-09-15,59.99,75
2019-10-04,59.99,75
2019-11-03,59.99,75
2019-11-11,59.99,75
2019-12-05,59.99,75
2020-01-01,59.99,75
2020-01-26,59.99,75
2020-03-18,19.99,50
2020-03-26,19.99,50
2020-07-08,19.99,60
2019-05-31,59.99,80
2019-06-06,59.99,80
2019-07-08,59.99,80
2019-08-26,59.99,80
2019-09-15,59.99,80
2019-10-21,59.99,80
2019-11-03,59.99,80
2019-11-11,59.99,80
2019-12-05,59.99,80
2020-01-01,59.99,80
2020-02-09,59.99,80
2020-03-18,24.99,70
2020-03-26,24.99,70
2020-07-08,24.99,75
2019-06-02,14.99,75
2019-07-08,14.99,75
2019-08-09,14.99,75
2019-11-03,14.99,75
2019-11-11,14.99,75
2019-11-24,14.99,75
2019-12-05,14.99,75
2020-01-01,14.99,75
2020-01-26,14.99,75
2020-03-18,14.99,75
2020-03-26,14.99,75
2020-07-08,14.99,75
2019-07-08,4.99,75
2019-11-03,4.99,75
2019-11-11,4.99,75
2019-12-05,4.99,75
2020-01-01,4.99,75
2020-01-26,4.99,75
2020-03-18,4.99,75
2020-03-26,4.99,75
2020-07-08,4.99,75
2019-07-08,14.99,75
2019-11-03,14.99,75
2019-11-11,14.99,75
2019-12-05,14.99,75
2020-01-01,14.99,75
2020-01-26,14.99,75
2020-03-18,14.99,75
2020-03-26,14.99,75
2020-07-08,14.99,75
2019-06-02,29.99,75
2019-07-08,29.99,75
2019-08-09,29.99,75
2019-09-15,29.99,75
2019-11-03,29.99,75
2019-11-11,29.99,75
2019-12-05,29.99,75
2020-01-01,29.99,75
2020-01-26,29.99,75
2020-03-18,29.99,75
2020-03-26,29.99,75
2020-07-08,29.99,75
2019-06-02,39.99,75
2019-07-08,39.99,75
2019-08-09,39.99,75
2019-09-15,39.99,75
2019-10-04,39.99,75
2019-11-03,39.99,75
2019-11-11,39.99,75
2019-12-05,39.99,75
2020-01-01,39.99,75
2020-01-26,39.99,75
2020-03-18,14.99,50
2020-03-26,14.99,50
2020-07-08,14.99,60
2019-07-08,9.99,75
2019-11-03,9.99,75
2019-11-11,9.99,75
2019-12-05,9.99,75
2020-01-01,9.99,75
2020-01-26,9.99,75
2020-03-18,9.99,75
2020-03-26,9.99,75
2020-07-08,9.99,75
2019-06-20,49.99,80
2019-07-08,29.99,80
2019-06-02,19.99,75
2019-07-08,19.99,75
2019-08-09,19.99,75
2019-09-15,19.99,75
2019-11-03,19.99,75
2019-11-11,19.99,75
2019-12-05,19.99,75
2020-01-01,19.99,75
2020-01-26,19.99,75
2020-03-18,19.99,75
2020-03-26,19.99,75
2020-07-08,19.99,75
