Date,Initialprice,Discount
2019-04-14,3.99,50
2019-06-16,3.99,75
2019-07-08,3.99,75
2019-08-11,3.99,80
2019-10-13,3.99,75
2019-10-31,3.99,75
2019-12-02,3.99,75
2019-12-15,3.99,75
2020-01-01,3.99,75
2020-01-26,3.99,75
2020-02-16,3.99,75
2020-04-19,3.99,75
2020-06-14,3.99,75
2020-07-08,3.99,75
2020-08-02,3.99,75
2019-04-14,3.99,50
2019-06-16,3.99,75
2019-07-08,3.99,75
2019-08-11,3.99,80
2019-10-13,3.99,75
2019-10-31,3.99,75
2019-12-02,3.99,75
2019-12-15,3.99,75
2020-01-01,3.99,80
2020-01-26,3.99,80
2020-02-16,3.99,80
2020-04-19,3.99,75
2020-06-14,3.99,60
2020-07-08,3.99,75
2020-08-02,3.99,75
