Date,Initialprice,Discount
2019-07-08,29.99,25
2019-07-21,29.99,50
2019-10-31,29.99,50
2019-11-11,29.99,22
2019-12-02,29.99,30
2020-01-01,29.99,60
2020-01-26,29.99,60
2020-04-05,29.99,60
2020-07-08,29.99,60
2019-07-08,39.99,33
2019-07-21,39.99,50
2019-10-31,39.99,50
2019-11-11,39.99,22
2019-12-02,39.99,50
2020-01-01,39.99,60
2020-01-26,39.99,60
2020-04-05,39.99,60
2020-07-08,39.99,60
2019-07-08,9.99,25
2019-07-21,9.99,69
2019-10-31,9.99,50
2019-11-11,9.99,22
2019-12-02,9.99,30
2020-01-01,9.99,60
2020-01-26,9.99,50
2020-04-05,9.99,50
2020-07-08,9.99,70
2019-07-08,4.99,25
2019-07-21,4.99,50
2019-10-31,4.99,50
2019-11-11,4.99,22
2019-12-02,4.99,30
2020-01-01,4.99,80
2020-01-26,4.99,50
2020-04-05,4.99,80
2020-07-08,4.99,80
2019-07-08,15.99,40
2019-07-21,15.99,50
2019-10-31,15.99,50
2019-11-11,15.99,22
2019-12-02,15.99,30
2020-01-01,15.99,60
2020-01-26,15.99,50
2020-04-05,15.99,50
2020-07-08,15.99,70
