Date,Initialprice,Discount
2019-04-07,59.99,60
2019-07-08,59.99,50
2019-11-10,59.99,60
2019-12-02,59.99,60
2020-01-01,59.99,60
2020-01-26,59.99,60
2020-05-18,59.99,67
2020-07-08,59.99,67
2019-04-07,59.99,50
2019-07-08,59.99,50
2019-10-06,59.99,50
2019-10-31,59.99,50
2019-11-10,59.99,50
2019-11-26,59.99,50
2019-12-02,59.99,50
2020-01-01,59.99,50
2020-01-26,59.99,50
2020-05-18,59.99,50
2020-07-08,59.99,40
2019-04-07,59.99,67
2019-07-08,59.99,67
2019-10-31,59.99,67
2019-11-10,59.99,67
2019-11-26,59.99,67
2019-12-02,59.99,67
2020-01-01,59.99,67
2020-01-26,59.99,67
2020-05-18,59.99,67
2020-07-08,59.99,50
2019-04-07,19.99,25
2019-07-08,19.99,25
2019-11-10,19.99,25
2019-11-26,19.99,25
2019-12-02,19.99,25
2020-01-01,19.99,25
2020-01-26,19.99,25
2020-05-18,19.99,25
2020-07-08,19.99,25
2019-04-07,59.99,60
2019-07-08,59.99,50
2019-11-10,59.99,60
2019-11-26,59.99,60
2019-12-02,59.99,60
2020-01-01,59.99,60
2020-01-26,59.99,60
2020-05-18,59.99,67
2020-07-08,59.99,67
2019-04-07,19.99,50
2019-07-08,19.99,50
2019-10-31,19.99,50
2019-11-10,19.99,50
2019-12-02,19.99,50
2020-01-01,19.99,50
2020-01-26,19.99,50
2020-05-18,19.99,50
2020-07-08,19.99,50
2019-04-07,39.99,51
2019-06-28,39.99,51
2019-07-08,39.99,51
2019-10-31,39.99,51
2019-11-10,39.99,51
2019-12-02,39.99,51
2020-01-01,39.99,51
2020-01-26,39.99,51
2020-05-18,39.99,51
2020-07-08,39.99,51
2019-04-07,39.99,51
2019-06-28,39.99,51
2019-07-08,39.99,51
2019-11-10,39.99,51
2019-12-02,39.99,51
2020-01-01,39.99,51
2020-01-26,39.99,51
2020-05-18,39.99,51
2020-07-08,39.99,51
2019-04-07,19.99,25
2019-06-28,19.99,25
2019-07-08,19.99,25
2019-11-10,19.99,25
2019-12-02,19.99,25
2020-01-01,19.99,25
2020-01-26,19.99,25
2020-05-18,19.99,25
2020-07-08,19.99,25
2019-04-07,59.99,60
2019-07-08,59.99,60
2019-10-31,59.99,60
2019-11-10,59.99,67
2019-12-02,59.99,67
2020-01-01,59.99,67
2020-01-26,59.99,67
2020-05-18,59.99,67
2020-07-08,59.99,67
2019-04-07,39.99,51
2019-07-08,39.99,51
2019-10-31,39.99,51
2019-11-10,39.99,51
2019-12-02,39.99,51
2020-01-01,39.99,51
2020-01-26,39.99,51
2020-05-18,39.99,51
2020-07-08,39.99,51
2019-04-07,9.99,50
2019-06-09,9.99,50
2019-07-08,9.99,50
2019-09-22,9.99,50
2019-11-10,9.99,50
2019-12-02,9.99,50
2019-12-15,9.99,50
2020-01-01,9.99,50
2020-01-26,9.99,50
2020-03-08,9.99,50
2020-05-10,9.99,50
2020-07-08,9.99,50
2020-08-02,9.99,50
2019-04-07,39.99,25
2019-07-08,39.99,25
2019-11-10,39.99,25
2019-12-02,39.99,25
2020-01-01,39.99,25
2020-01-26,39.99,25
2020-05-18,39.99,25
2020-07-08,39.99,25
2019-04-07,19.99,50
2019-07-08,19.99,50
2019-11-10,19.99,60
2019-12-02,19.99,60
2020-01-01,19.99,50
2020-01-26,19.99,50
2020-05-18,19.99,50
2020-07-08,19.99,50
2019-04-21,9.99,50
2019-07-08,9.99,50
2019-07-28,9.99,50
2019-10-27,9.99,50
2019-11-10,9.99,50
2019-12-02,9.99,50
2020-01-01,9.99,50
2020-01-26,9.99,50
2020-02-09,9.99,50
2020-04-12,9.99,50
2020-06-14,9.99,50
2020-07-08,9.99,50
2019-04-28,39.99,75
2019-06-23,39.99,75
2019-07-08,39.99,75
2019-08-11,39.99,75
2019-10-06,39.99,75
2019-11-10,39.99,75
2019-12-02,39.99,75
2020-01-01,39.99,75
2020-01-19,39.99,75
2020-01-26,39.99,75
2020-03-22,39.99,75
2020-05-24,39.99,75
2020-07-08,39.99,75
2020-08-12,39.99,75
2019-07-08,19.99,25
2019-10-31,19.99,25
2019-11-10,19.99,50
2019-12-02,19.99,50
2020-01-01,19.99,50
2020-01-26,19.99,50
2020-07-08,19.99,50
2019-04-21,5.99,35
2019-07-08,5.99,35
2019-07-28,5.99,35
2019-10-27,5.99,35
2019-11-10,5.99,35
2019-12-02,5.99,35
2020-01-01,5.99,35
2020-01-26,5.99,35
2020-02-09,5.99,35
2020-04-12,5.99,35
2020-06-14,5.99,35
2020-07-08,5.99,35
2019-04-07,59.99,67
2019-07-08,59.99,67
2019-10-31,59.99,67
2019-11-10,59.99,67
2019-12-02,59.99,67
2020-01-01,59.99,67
2020-01-26,59.99,67
2020-05-18,59.99,67
2020-07-08,59.99,50
2019-04-07,59.99,60
2019-07-08,59.99,60
2019-11-10,59.99,67
2019-12-02,59.99,67
2020-01-01,59.99,67
2020-01-26,59.99,67
2020-05-18,59.99,67
2020-07-08,59.99,67
2019-04-07,19.99,50
2019-07-08,19.99,50
2019-11-10,19.99,60
2019-12-02,19.99,60
2020-01-01,19.99,50
2020-01-26,19.99,50
2020-05-18,19.99,50
2020-07-08,19.99,50
2019-04-07,59.99,60
2019-07-08,59.99,60
2019-11-10,59.99,67
2019-12-02,59.99,67
2020-01-01,59.99,67
2020-01-26,59.99,67
2020-05-18,59.99,67
2020-07-08,59.99,67
2019-04-07,19.99,50
2019-07-08,19.99,50
2019-11-10,19.99,50
2019-12-02,19.99,50
2020-01-01,19.99,50
2020-01-26,19.99,50
2020-05-18,19.99,50
2020-07-08,19.99,50
2019-04-07,59.99,67
2019-07-08,59.99,67
2019-10-31,59.99,67
2019-11-10,99.99,75
2019-12-02,59.99,75
2020-01-01,59.99,75
2020-01-26,59.99,75
2020-05-18,59.99,75
2020-07-08,59.99,67
2019-04-07,59.99,67
2019-07-08,59.99,67
2019-10-31,59.99,67
2019-11-10,99.99,75
2019-12-02,59.99,75
2020-01-01,59.99,75
2020-01-26,59.99,75
2020-05-18,59.99,75
2020-07-08,59.99,67
