Date,Initialprice,Discount
2019-05-05,9.99,77
2019-06-23,9.99,85
2019-07-08,9.99,85
2019-08-11,9.99,75
2019-09-20,9.99,90
2019-10-31,9.99,66
2019-11-11,9.99,50
2019-12-02,9.99,60
2020-01-01,9.99,70
2020-01-26,9.99,70
2020-02-16,9.99,75
2020-04-05,9.99,75
2020-06-07,9.99,70
2020-07-08,9.99,75
2019-05-12,19.99,40
2019-07-08,19.99,50
2019-07-21,19.99,50
2019-09-20,19.99,40
2019-10-09,19.99,15
2019-12-02,24.99,40
2019-12-15,24.99,45
2020-01-01,24.99,50
2020-01-26,24.99,50
2020-02-16,24.99,50
2020-04-05,24.99,50
2020-05-24,24.99,50
2020-07-08,24.99,60
2020-08-09,24.99,50
