Date,Initialprice,Discount
2019-05-19,19.99,75
2019-07-08,19.99,75
2019-08-24,19.99,75
2019-10-31,19.99,75
2019-11-10,19.99,75
2019-12-02,19.99,75
2020-01-01,19.99,75
2020-01-26,19.99,75
2020-03-29,19.99,80
2020-07-08,19.99,75
2020-08-06,19.99,75
2019-05-21,19.99,75
2019-07-08,19.99,75
2019-09-25,19.99,75
2019-10-31,19.99,75
2019-11-10,19.99,75
2019-12-02,19.99,75
2020-01-01,19.99,75
2020-01-26,19.99,75
2020-04-09,19.99,75
2020-07-08,19.99,75
2019-06-28,19.99,70
2019-07-08,19.99,70
2019-10-31,19.99,66
2019-11-10,19.99,66
2019-11-24,19.99,66
2019-12-02,19.99,66
2019-12-13,19.99,66
2020-01-01,19.99,66
2020-01-26,29.99,70
2020-02-06,19.99,60
2020-03-08,19.99,60
2020-07-08,19.99,60
2019-04-21,19.99,75
2019-05-28,19.99,75
2019-07-08,19.99,75
2019-08-22,19.99,75
2019-11-10,19.99,75
2019-11-24,19.99,75
2019-12-02,19.99,75
2020-01-01,19.99,75
2020-01-26,19.99,75
2020-02-27,19.99,75
2020-03-30,19.99,75
2020-04-19,19.99,75
2020-07-08,19.99,75
2019-05-21,19.99,75
2019-07-08,19.99,75
2019-09-25,19.99,75
2019-10-31,19.99,75
2019-11-10,19.99,75
2019-12-02,19.99,75
2020-01-01,19.99,75
2020-01-26,59.99,75
2020-04-09,19.99,75
2020-07-08,19.99,75
2019-04-21,29.99,50
2019-07-08,29.99,50
2019-08-22,29.99,50
2019-11-10,29.99,50
2019-11-24,29.99,50
2019-12-02,29.99,50
2020-01-01,29.99,75
2020-01-26,29.99,50
2020-02-27,29.99,60
2020-04-19,29.99,60
2020-07-08,29.99,60
2019-05-21,19.99,75
2019-07-08,19.99,75
2019-09-25,19.99,75
2019-10-31,19.99,75
2019-11-10,19.99,75
2019-12-02,19.99,75
2020-01-01,19.99,75
2020-01-26,19.99,75
2020-04-09,19.99,75
2020-07-08,19.99,75
2019-07-08,19.99,75
2019-10-31,19.99,75
2019-11-10,19.99,75
2019-12-02,19.99,75
2020-01-01,19.99,75
2020-01-26,19.99,75
2020-03-29,19.99,75
2020-07-08,19.99,75
2019-07-08,14.99,75
2019-10-31,14.99,75
2019-11-10,14.99,75
2019-12-02,14.99,75
2020-01-01,14.99,75
2020-01-26,14.99,75
2020-03-29,14.99,75
2020-07-08,14.99,75
2019-04-21,19.99,75
2019-05-21,19.99,75
2019-07-08,19.99,75
2019-08-22,19.99,75
2019-09-25,19.99,75
2019-11-10,19.99,75
2019-11-24,19.99,75
2019-12-02,19.99,75
2020-01-01,19.99,75
2020-01-26,19.99,75
2020-02-27,19.99,75
2020-04-19,19.99,75
2020-07-08,19.99,75
2019-07-08,54.99,75
2019-10-31,54.99,75
2019-11-10,54.99,75
2019-12-02,54.99,75
2020-01-01,54.99,75
2020-01-26,54.99,75
2020-03-29,54.99,75
2020-07-08,54.99,75
2020-07-08,19.99,75
2019-05-21,19.99,75
2019-07-08,19.99,75
2019-10-31,19.99,75
2019-11-10,19.99,75
2019-12-02,19.99,75
2020-01-01,19.99,75
2020-01-26,19.99,75
2020-03-08,19.99,75
2020-04-09,19.99,70
2020-07-08,19.99,75
2019-07-08,19.99,75
2019-11-10,19.99,75
2019-12-02,19.99,75
2020-01-01,19.99,75
2020-01-26,19.99,75
2020-07-08,19.99,75
2019-04-21,19.99,50
2019-07-08,19.99,75
2019-11-10,19.99,66
2019-11-24,19.99,66
2019-12-02,19.99,66
2020-01-01,19.99,75
2020-01-26,19.99,75
2020-02-27,19.99,50
2020-04-19,19.99,50
2020-05-21,19.99,100
2020-07-08,19.99,50
2019-07-08,19.99,75
2019-11-10,19.99,75
2019-11-24,19.99,75
2019-12-02,19.99,75
2020-01-01,19.99,75
2020-01-26,19.99,75
2020-02-27,19.99,75
2020-04-19,19.99,75
2020-07-08,19.99,75
2020-07-08,19.99,75
2019-04-21,19.99,75
2019-07-08,19.99,75
2019-08-22,19.99,75
2019-11-10,19.99,75
2019-11-24,19.99,75
2019-12-02,19.99,75
2020-01-01,19.99,75
2020-01-26,19.99,75
2020-02-27,19.99,75
2020-04-19,19.99,75
2020-07-08,19.99,75
2019-04-21,19.99,75
2019-05-21,19.99,75
2019-07-08,19.99,75
2019-08-22,19.99,75
2019-09-25,19.99,75
2019-11-10,19.99,75
2019-11-24,19.99,75
2019-12-02,19.99,75
2020-01-01,19.99,75
2020-01-26,19.99,75
2020-02-27,19.99,75
2020-04-19,19.99,75
2020-07-08,19.99,75
2019-04-21,19.99,75
2019-05-28,19.99,75
2019-07-08,19.99,75
2019-08-22,19.99,75
