Date,Initialprice,Discount
2019-05-08,19.99,65
2019-07-08,19.99,65
2019-07-21,19.99,70
2019-12-02,19.99,65
2020-01-01,19.99,65
2020-01-26,19.99,65
2020-05-06,19.99,65
2019-05-08,9.99,65
2019-07-08,9.99,65
2019-12-02,9.99,65
2020-01-01,9.99,65
2020-01-26,9.99,65
2020-05-06,9.99,65
2019-05-08,9.99,65
2019-06-28,9.99,65
2019-07-08,9.99,65
2019-10-06,9.99,65
2019-12-02,9.99,65
2020-01-01,9.99,65
2020-01-26,9.99,65
2020-04-08,9.99,65
2020-05-06,9.99,65
2019-05-08,9.99,65
2019-06-28,9.99,65
2019-07-08,9.99,65
2019-10-06,9.99,65
2019-12-02,9.99,65
2020-01-01,9.99,65
2020-01-26,9.99,65
2020-04-08,9.99,65
2020-05-06,9.99,65
2019-05-08,19.99,65
2019-07-08,19.99,65
2019-12-02,19.99,65
2020-01-01,19.99,65
2020-01-26,19.99,65
2020-05-06,19.99,65
2019-05-08,5.99,65
2019-07-08,5.99,65
2019-12-02,5.99,65
2020-01-01,5.99,65
2020-01-26,5.99,65
2020-05-06,5.99,65
2019-07-08,9.99,65
2019-12-02,9.99,65
2020-01-01,9.99,65
2020-01-26,9.99,65
2019-05-08,5.99,65
2019-07-08,5.99,65
2019-12-02,5.99,65
2020-01-01,5.99,65
2020-01-26,5.99,65
2020-05-06,5.99,65
2019-05-08,19.99,65
2019-07-08,19.99,65
2019-12-02,19.99,65
2020-01-01,19.99,65
2020-01-26,19.99,65
2020-05-06,19.99,65
2019-05-08,9.99,65
2019-07-08,9.99,65
2019-12-02,9.99,65
2020-01-01,9.99,65
2020-01-26,9.99,65
2020-05-06,9.99,65
2019-05-08,19.99,65
2019-07-08,19.99,65
2019-12-02,19.99,65
2020-01-01,19.99,65
2020-01-26,19.99,65
2020-05-06,19.99,75
2019-05-08,9.99,65
2019-07-08,9.99,65
2019-12-02,9.99,65
2020-01-01,9.99,65
2020-01-26,9.99,65
2020-05-06,9.99,65
2019-05-08,9.99,65
2019-07-08,9.99,65
2019-12-02,9.99,65
2020-01-01,9.99,65
2020-01-26,9.99,65
2020-05-06,9.99,65
2019-05-08,19.99,65
2019-07-08,19.99,65
2019-12-02,19.99,65
2020-01-01,19.99,65
2020-01-26,19.99,65
2020-05-06,19.99,75
