Date,Initialprice,Discount
2019-07-08,19.99,75
2019-07-14,19.99,50
2019-09-08,19.99,50
2019-09-14,19.99,50
2019-10-31,19.99,50
2019-11-11,19.99,80
2019-12-02,19.99,80
2020-01-01,19.99,75
2020-01-26,19.99,75
2020-03-05,19.99,50
2020-05-11,19.99,75
2020-07-08,19.99,75
2019-06-07,9.99,60
2019-07-08,9.99,80
2019-07-14,9.99,50
2019-09-08,9.99,50
2019-09-14,9.99,50
2019-10-31,9.99,50
2019-11-11,9.99,75
2019-12-02,9.99,90
2020-01-01,9.99,75
2020-01-26,9.99,75
2020-03-05,9.99,50
2020-04-23,9.99,75
2020-05-11,9.99,75
2020-07-08,9.99,75
