Date,Initialprice,Discount
2019-06-02,39.99,75
2019-07-08,39.99,75
2019-09-19,39.99,75
2019-10-20,39.99,75
2019-12-02,39.99,75
2019-12-12,39.99,75
2020-01-01,39.99,75
2020-01-26,39.99,75
2020-05-17,39.99,75
2020-06-11,39.99,80
2020-07-08,39.99,80
2019-06-06,39.99,60
2019-07-08,39.99,60
2019-10-20,39.99,60
2019-12-02,39.99,60
2020-01-01,39.99,60
2020-01-26,39.99,66
2020-03-01,39.99,60
2020-04-02,39.99,60
2020-05-17,39.99,75
2020-06-05,39.99,75
2020-07-08,39.99,75
2019-05-12,39.99,75
2019-06-06,39.99,75
2019-07-08,39.99,75
2019-07-21,39.99,75
2019-10-24,39.99,75
2019-12-02,39.99,75
2020-01-01,39.99,75
2020-01-26,39.99,75
2020-03-19,39.99,75
2020-05-17,39.99,75
2020-07-08,39.99,75
2019-05-23,29.99,75
2019-07-08,29.99,75
2019-10-20,29.99,75
2019-11-10,29.99,75
2019-12-02,29.99,75
2020-01-01,29.99,75
2020-01-26,29.99,75
2020-04-02,29.99,80
2020-05-17,29.99,75
2020-07-08,29.99,75
2019-06-02,39.99,75
2019-07-08,39.99,75
2019-04-18,29.99,75
2019-07-08,29.99,75
2019-10-20,29.99,75
2019-10-31,29.99,75
2019-11-11,29.99,75
2019-11-26,29.99,75
2019-12-02,29.99,75
2020-01-01,29.99,75
2020-01-26,29.99,75
2020-04-23,29.99,75
2020-05-17,29.99,75
2020-07-08,29.99,75
2019-04-07,29.99,40
2019-05-12,29.99,40
2019-06-06,29.99,40
2019-07-08,29.99,40
2019-08-11,29.99,40
2019-10-20,29.99,40
2019-10-31,29.99,40
2019-11-21,29.99,40
2019-12-02,29.99,40
2019-12-15,29.99,40
2020-01-01,29.99,40
2020-01-26,29.99,40
2020-01-30,29.99,40
2020-04-02,29.99,40
2020-05-17,29.99,50
2020-07-08,29.99,50
2020-07-27,29.99,50
2019-04-07,29.99,75
2019-05-19,29.99,75
2019-05-31,29.99,75
2019-06-02,29.99,75
2019-06-06,29.99,75
2019-07-08,29.99,75
2019-08-18,29.99,75
2019-10-20,29.99,75
2019-10-31,29.99,75
2019-11-11,29.99,75
2019-11-24,29.99,75
2019-12-02,29.99,75
2019-12-15,29.99,75
2020-01-01,29.99,75
2020-01-26,29.99,75
2020-02-23,29.99,75
2020-04-19,29.99,75
2020-05-17,29.99,75
2020-06-07,29.99,75
2020-07-08,29.99,75
2020-07-26,29.99,75
2019-04-28,19.99,75
2019-05-31,19.99,75
2019-06-02,19.99,75
2019-06-06,19.99,75
2019-06-23,19.99,75
2019-06-28,19.99,75
2019-07-08,19.99,75
2019-09-01,19.99,75
2019-10-06,19.99,75
2019-10-20,19.99,75
2019-10-31,19.99,75
2019-11-11,19.99,75
2019-12-02,19.99,75
2019-12-15,19.99,75
2020-01-01,19.99,75
2020-01-26,19.99,75
2020-03-01,19.99,75
2020-03-15,19.99,75
2020-05-10,19.99,75
2020-05-17,19.99,75
2020-07-08,19.99,75
2020-08-12,19.99,75
2019-04-21,24.99,75
2019-06-09,24.99,75
2019-07-08,24.99,75
2019-07-28,24.99,75
2019-09-15,24.99,75
2019-10-20,24.99,75
2019-10-31,24.99,75
2019-11-11,24.99,75
2019-12-02,24.99,75
2020-01-01,24.99,75
2020-01-26,24.99,75
2020-02-09,24.99,75
2020-04-05,24.99,75
2020-05-24,24.99,75
2020-07-08,24.99,75
2019-05-05,19.99,75
2019-06-06,19.99,75
2019-06-23,19.99,75
2019-07-08,19.99,75
2019-08-11,19.99,75
2019-09-29,19.99,75
2019-10-20,19.99,75
2019-10-31,19.99,75
2019-11-11,19.99,75
2019-12-02,19.99,75
2020-01-01,19.99,75
2020-01-26,19.99,75
2020-02-16,19.99,75
2020-04-12,19.99,75
2020-05-17,19.99,75
2020-07-08,19.99,75
2019-04-14,9.99,75
2019-06-06,9.99,75
2019-07-08,9.99,75
2019-07-21,9.99,75
2019-10-20,9.99,75
2019-10-31,9.99,75
2019-11-11,9.99,75
2019-12-02,9.99,75
2020-01-01,9.99,75
2020-01-26,9.99,75
2020-03-15,9.99,75
2020-05-10,9.99,75
2020-05-17,9.99,75
2020-07-08,9.99,75
2020-08-12,9.99,75
2019-05-12,14.99,75
2019-06-02,14.99,75
2019-06-06,14.99,75
2019-07-08,14.99,75
2019-08-04,14.99,75
2019-10-20,14.99,75
2019-10-31,14.99,75
2019-11-11,14.99,75
2019-12-02,14.99,75
2020-01-01,14.99,75
2020-01-26,14.99,75
2020-02-09,14.99,75
2020-04-05,14.99,75
2020-05-24,14.99,75
2020-07-08,14.99,75
2019-04-14,19.99,75
2019-06-02,19.99,75
2019-06-06,19.99,75
2019-07-08,19.99,75
2019-07-21,19.99,75
2019-09-08,19.99,75
2019-10-20,19.99,75
2019-10-31,19.99,75
2019-11-11,19.99,75
2019-12-02,19.99,75
2020-01-01,19.99,75
2020-01-26,19.99,75
2020-03-22,19.99,75
2020-05-17,19.99,75
2020-07-08,19.99,75
2019-06-02,14.99,75
2019-06-06,14.99,75
2019-06-23,14.99,75
2019-07-08,14.99,75
2019-10-06,14.99,75
2019-10-20,14.99,75
2019-10-31,14.99,75
2019-11-11,14.99,75
2019-12-02,14.99,75
2020-01-01,14.99,75
2020-01-19,14.99,75
2020-01-26,14.99,75
2020-03-08,14.99,75
2020-04-26,14.99,75
2020-05-17,14.99,75
2020-06-14,14.99,75
2020-07-08,14.99,50
2020-08-02,14.99,75
2019-04-07,14.99,75
2019-05-12,14.99,75
2019-06-06,14.99,75
2019-07-08,14.99,75
2019-07-28,14.99,75
2019-09-15,14.99,75
2019-10-20,14.99,75
2019-10-31,14.99,75
2019-11-11,14.99,75
2019-11-24,14.99,75
2019-12-02,14.99,75
2019-12-15,14.99,75
2020-01-01,14.99,75
2020-01-26,14.99,75
2020-02-09,14.99,75
2020-03-24,14.99,75
2020-05-24,14.99,75
2020-07-08,14.99,75
2019-04-28,19.99,75
2019-06-06,19.99,75
2019-06-16,19.99,75
2019-07-08,19.99,75
2019-08-04,19.99,75
2019-09-22,19.99,75
2019-10-20,19.99,75
2019-10-31,19.99,75
2019-11-11,19.99,75
2019-12-02,19.99,75
2020-01-01,19.99,75
2020-01-26,19.99,75
2020-02-23,19.99,75
2020-04-19,19.99,75
2020-05-17,19.99,75
2020-06-07,19.99,75
2020-07-08,19.99,75
2020-07-26,19.99,75
2019-04-07,29.99,75
2019-05-12,29.99,75
2019-06-06,29.99,75
2019-07-08,29.99,75
2019-08-18,29.99,75
2019-10-06,29.99,75
2019-10-20,29.99,75
2019-10-31,29.99,75
2019-11-21,29.99,75
2019-12-02,29.99,75
2020-01-01,29.99,75
2020-01-10,29.99,75
2020-01-26,29.99,75
2020-03-01,29.99,75
2020-04-26,29.99,75
2020-05-17,29.99,75
2020-06-14,29.99,75
2020-07-08,29.99,75
2020-08-02,29.99,75
2019-05-19,39.99,66
2019-06-02,39.99,50
2019-06-06,39.99,66
2019-07-08,39.99,66
2019-08-22,39.99,66
2019-10-20,39.99,66
2019-10-31,39.99,66
2019-11-11,39.99,66
2019-12-02,39.99,66
2020-01-01,39.99,66
2020-01-19,39.99,66
2020-01-26,39.99,66
2020-03-05,39.99,66
2020-05-17,39.99,66
2020-06-07,39.99,66
2020-07-08,39.99,66
2019-04-28,29.99,50
2019-06-06,29.99,50
2019-06-16,29.99,50
2019-07-08,29.99,50
2019-08-04,29.99,50
2019-09-22,29.99,50
2019-10-20,29.99,50
2019-10-31,29.99,50
2019-11-11,29.99,50
2019-12-02,29.99,50
2020-01-01,29.99,50
2020-01-26,29.99,50
2020-02-08,29.99,50
2020-04-02,29.99,50
2020-05-17,29.99,50
2020-07-08,29.99,50
2020-08-01,29.99,66
2019-04-21,19.99,75
2019-06-02,19.99,75
