Date,Initialprice,Discount
2019-05-19,29.99,67
2019-07-08,29.99,67
2019-10-31,29.99,50
2019-11-11,29.99,67
2019-11-26,29.99,67
2019-12-02,29.99,67
2020-01-01,29.99,67
2020-01-26,29.99,67
2020-03-30,29.99,67
2020-07-08,29.99,67
2019-05-19,24.99,67
2019-07-15,24.99,67
2019-09-02,24.99,67
2019-11-11,24.99,67
2019-11-26,24.99,67
2019-12-02,24.99,67
2020-01-01,24.99,67
2020-01-26,24.99,67
2020-04-06,24.99,67
2020-07-08,24.99,67
2019-05-19,19.99,75
2019-06-28,19.99,75
2019-07-15,19.99,75
2019-09-02,19.99,67
2019-11-11,19.99,75
2019-12-02,19.99,75
2020-01-01,19.99,75
2020-01-26,19.99,75
2020-07-08,19.99,75
2019-05-19,19.99,75
2019-06-28,19.99,75
2019-07-08,19.99,75
2019-10-31,19.99,75
2019-11-11,19.99,75
2019-12-02,19.99,75
2020-01-01,19.99,75
2020-01-26,19.99,75
2020-03-30,19.99,75
2020-07-08,19.99,75
2019-05-19,4.99,50
2019-07-15,4.99,50
2019-09-02,4.99,50
2019-11-11,4.99,50
2019-12-02,4.99,50
2020-01-01,4.99,50
2020-01-26,4.99,50
2020-07-08,4.99,50
2019-04-21,19.99,55
2019-05-19,19.99,50
2019-07-22,19.99,60
2019-09-16,19.99,50
2019-11-14,19.99,55
2019-11-24,19.99,60
2019-12-02,19.99,60
2020-01-01,19.99,60
2020-01-13,19.99,60
2020-01-26,19.99,60
2020-02-09,19.99,60
2020-04-08,19.99,60
2020-05-21,19.99,60
2020-07-22,19.99,60
