Date,Initialprice,Discount
2019-06-07,19.99,75
2019-07-08,19.99,75
2019-06-07,39.99,75
2019-07-02,39.99,75
2019-07-08,39.99,75
2019-11-26,39.99,75
2019-12-02,39.99,75
2020-01-01,39.99,75
2020-01-26,39.99,75
2020-04-05,39.99,75
2020-07-08,39.99,75
2020-07-23,39.99,75
2019-07-08,29.99,75
2019-12-02,29.99,75
2020-01-01,29.99,75
2020-01-26,29.99,75
2020-04-05,29.99,75
2020-07-08,29.99,75
2020-07-23,29.99,75
2019-06-28,19.99,75
2019-07-08,19.99,75
2019-12-02,19.99,75
2020-01-01,19.99,75
2020-01-26,19.99,75
2020-04-05,19.99,75
2020-07-08,19.99,75
2020-07-23,19.99,75
2019-07-08,39.99,75
2019-12-02,39.99,75
2020-01-01,39.99,75
2020-01-26,39.99,75
2020-04-05,39.99,75
2020-07-08,39.99,75
2019-07-08,14.99,75
2019-12-02,14.99,75
2020-01-01,14.99,75
2020-01-26,14.99,75
2020-04-05,14.99,75
2020-07-08,14.99,75
2020-07-23,14.99,75
2019-07-08,19.99,60
2019-12-02,19.99,60
2020-01-01,19.99,60
2020-01-26,19.99,60
2020-04-05,19.99,60
2020-07-08,19.99,60
2019-07-08,9.99,75
2020-01-26,9.99,75
2020-04-05,9.99,75
2020-07-23,9.99,75
2019-07-08,29.99,75
2019-10-31,29.99,80
2019-12-01,29.99,90
2020-01-01,29.99,90
2020-01-26,29.99,90
2020-04-05,29.99,50
2020-07-08,29.99,75
2020-07-30,29.99,75
2019-07-08,19.99,50
2019-07-21,19.99,50
2019-11-11,19.99,60
2019-12-02,19.99,75
2019-12-13,19.99,75
2020-01-01,19.99,60
2020-01-26,19.99,75
2020-02-13,19.99,75
2020-03-14,19.99,75
2020-04-05,19.99,75
2020-06-04,19.99,75
2020-07-08,19.99,75
2020-07-23,19.99,75
2019-07-08,34.99,75
2019-12-02,34.99,75
2020-01-01,34.99,75
2020-01-26,34.99,75
2020-04-05,34.99,75
2020-07-08,34.99,75
2020-07-23,34.99,75
