Date,Initialprice,Discount
2019-05-12,19.99,60
2019-07-08,19.99,60
2019-08-25,19.99,70
2019-10-31,19.99,65
2019-11-24,19.99,65
2019-12-02,19.99,65
2020-01-01,19.99,65
2020-01-26,19.99,70
2020-03-05,19.99,65
2020-07-08,19.99,70
2019-07-08,14.99,75
2019-08-25,14.99,80
2019-10-31,14.99,75
2019-12-02,14.99,75
2020-01-01,14.99,85
2020-01-26,14.99,80
2020-04-05,14.99,80
2020-04-30,14.99,80
2020-07-08,14.99,80
2019-07-08,19.99,75
2019-08-25,19.99,80
2019-10-14,19.99,75
2019-10-31,19.99,75
2019-12-02,19.99,75
2020-01-01,19.99,80
2020-01-26,19.99,80
2020-04-19,19.99,80
2020-07-08,19.99,80
