Date,Initialprice,Discount
2019-06-02,24.99,25
2019-07-08,24.99,40
2019-08-25,24.99,40
2019-10-22,24.99,33
2019-10-31,24.99,30
2019-11-11,24.99,30
2019-12-02,24.99,30
2019-12-16,24.99,32
2020-01-01,24.99,32
2020-01-26,24.99,32
2020-03-01,24.99,32
2020-04-06,24.99,35
2020-04-19,24.99,32
2020-06-07,24.99,32
2020-07-17,24.99,32
2020-07-22,24.99,32
2019-06-02,24.99,50
2019-07-08,24.99,60
2019-08-25,24.99,60
2019-10-11,24.99,50
2019-10-31,24.99,50
2019-11-11,24.99,40
2019-12-02,24.99,60
2019-12-16,24.99,60
2020-01-01,24.99,60
2020-01-26,24.99,60
2020-03-01,24.99,60
2020-03-26,24.99,50
2020-04-19,24.99,50
2020-06-07,24.99,60
2020-07-22,24.99,60
