Date,Initialprice,Discount
2019-04-14,59.99,80
2019-07-08,59.99,80
2019-10-03,59.99,80
2019-11-11,59.99,80
2019-11-26,59.99,80
2019-12-02,59.99,80
2020-01-01,59.99,80
2020-01-26,59.99,80
2020-04-02,59.99,80
2020-07-08,59.99,80
2019-04-14,29.99,80
2019-07-08,29.99,80
2019-10-03,29.99,80
2019-11-11,29.99,80
2019-12-02,29.99,80
2020-01-01,29.99,80
2020-01-26,29.99,80
2020-04-02,29.99,80
2020-07-08,29.99,80
2019-04-14,2.99,66
2019-07-08,2.99,66
2019-12-02,2.99,66
2020-01-01,2.99,66
2020-01-26,2.99,66
2020-07-08,2.99,66
2019-04-14,9.99,75
2019-07-08,9.99,75
2019-10-31,9.99,75
2019-12-02,9.99,75
2020-01-01,9.99,75
2020-01-26,9.99,75
2020-07-08,9.99,75
2019-04-14,44.99,80
2019-05-19,44.99,80
2019-07-08,44.99,80
2019-10-31,44.99,80
2019-11-11,44.99,80
2019-12-02,44.99,80
2020-01-01,44.99,80
2020-01-26,44.99,80
2020-07-08,44.99,80
