Date,Initialprice,Discount
2019-05-05,14.99,50
2019-07-08,14.99,50
2019-08-25,14.99,50
2019-10-19,14.99,50
2019-10-31,14.99,50
2019-11-24,14.99,60
2019-11-26,14.99,60
2019-12-02,14.99,60
2020-01-01,14.99,60
2020-02-03,14.99,60
2020-04-08,14.99,60
2020-05-13,14.99,60
2020-05-27,14.99,60
2020-07-08,14.99,60
2019-05-05,19.99,50
2019-07-08,19.99,50
2019-09-05,19.99,60
2019-10-14,19.99,50
2019-10-19,19.99,50
2019-10-31,19.99,60
2019-11-11,19.99,60
2019-11-24,19.99,60
2019-12-02,19.99,60
2020-01-01,19.99,60
2020-01-26,19.99,60
2020-02-09,19.99,60
2020-04-22,19.99,60
2020-05-27,19.99,60
2020-07-08,19.99,60
2020-08-12,19.99,60
2019-05-05,14.99,66
2019-07-08,14.99,66
2019-08-04,14.99,70
2019-10-14,14.99,70
2019-10-19,14.99,70
2019-10-31,14.99,70
2019-11-11,14.99,70
2019-12-02,14.99,70
2020-01-01,14.99,70
2020-01-26,14.99,70
2020-03-15,14.99,70
2020-05-27,14.99,75
2020-07-08,14.99,75
2020-07-26,14.99,75
