Date,Initialprice,Discount
2019-05-19,29.99,66
2019-07-08,29.99,66
2019-09-15,29.99,66
2019-10-19,29.99,66
2019-10-31,29.99,66
2019-11-11,29.99,66
2019-12-02,29.99,66
2020-01-01,29.99,66
2020-01-19,29.99,70
2020-01-26,29.99,70
2020-04-01,29.99,70
2020-04-20,29.99,70
2020-05-31,29.99,70
2020-07-08,29.99,70
2019-05-19,15.0,30
2019-07-08,15.0,30
2019-05-19,44.99,30
2019-07-08,44.99,33
2019-10-02,44.99,30
2019-10-19,44.99,30
2019-10-31,44.99,30
2019-11-11,44.99,30
2019-11-26,44.99,30
2019-12-02,44.99,30
2020-01-01,44.99,40
2020-01-26,44.99,40
2020-02-16,44.99,40
2020-04-14,44.99,40
2020-05-24,44.99,40
2020-07-08,44.99,40
2019-05-19,19.99,80
2019-07-08,19.99,80
2019-09-15,19.99,80
2019-10-19,19.99,80
2019-10-31,19.99,80
2019-11-11,19.99,80
2019-11-26,19.99,80
2019-12-02,19.99,80
2020-01-01,19.99,80
2020-01-19,19.99,80
2020-01-26,19.99,80
2020-04-01,19.99,80
2020-05-31,19.99,80
2020-07-08,19.99,80
2019-05-19,4.99,80
2019-07-08,4.99,80
2019-09-15,4.99,80
2019-10-19,4.99,80
2019-10-31,4.99,80
2019-11-11,4.99,80
2019-12-02,4.99,80
2020-01-01,4.99,80
2020-01-19,4.99,80
2020-01-26,4.99,80
2020-04-01,4.99,80
2020-05-31,4.99,80
2020-07-08,4.99,80
2019-05-19,4.99,80
2019-07-08,4.99,80
2019-09-15,4.99,80
2019-10-19,4.99,80
2019-10-31,4.99,80
2019-11-11,4.99,80
2019-12-02,4.99,80
2020-01-01,4.99,80
2020-01-26,4.99,80
2020-07-08,4.99,80
2019-05-19,26.99,80
2019-07-08,26.99,80
2019-07-21,26.99,80
2019-09-15,26.99,80
2019-10-19,26.99,80
2019-10-31,26.99,80
2019-11-11,26.99,80
2019-12-02,26.99,80
2020-01-01,26.99,80
2020-01-26,26.99,80
2020-07-08,26.99,80
