Date,Initialprice,Discount
2019-05-05,14.99,50
2019-07-08,14.99,67
2019-09-14,14.99,75
2019-10-31,14.99,67
2019-11-24,14.99,75
2019-12-02,14.99,75
2020-01-01,14.99,75
2020-01-26,14.99,67
2020-05-05,14.99,67
2020-07-08,14.99,75
2019-05-05,59.99,50
2019-07-08,59.99,50
2019-08-04,59.99,50
2019-09-14,59.99,50
2019-10-31,59.99,50
2019-11-24,59.99,50
2019-12-02,59.99,50
2020-01-01,59.99,50
2020-01-26,59.99,50
2020-05-05,59.99,50
2020-07-08,59.99,50
2019-05-05,19.99,50
2019-07-08,19.99,75
2019-09-14,19.99,75
2019-10-31,19.99,75
2019-11-24,19.99,75
2019-12-02,19.99,75
2020-01-01,19.99,75
2020-01-26,19.99,75
2020-05-05,19.99,75
2020-07-08,19.99,75
