Date,Initialprice,Discount
2019-05-06,0.99,51
2019-07-08,0.99,51
2019-08-15,0.99,51
2019-10-11,0.99,51
2019-10-31,0.99,51
2019-12-02,0.99,51
2019-12-15,0.99,51
2020-01-01,0.99,51
2020-03-05,0.99,51
2020-05-10,0.99,51
2020-07-08,0.99,51
2020-07-17,0.99,51
2020-07-23,0.99,51
2019-05-06,0.99,51
2019-07-08,0.99,51
2019-08-15,0.99,51
2019-10-11,0.99,51
2019-10-31,0.99,51
2019-12-02,0.99,51
2019-12-15,0.99,51
2020-01-01,0.99,51
2020-03-05,0.99,51
2020-05-10,0.99,51
2020-07-08,0.99,51
2020-07-17,0.99,51
2020-07-23,0.99,51
2019-05-06,0.99,51
2019-07-08,0.99,51
2019-08-15,0.99,51
2019-10-11,0.99,51
2019-10-31,0.99,51
2019-12-02,0.99,51
2019-12-15,0.99,51
2020-01-01,0.99,51
2020-03-05,0.99,51
2020-05-03,0.99,51
2020-07-08,0.99,51
2020-07-17,0.99,51
2020-07-23,0.99,51
2019-05-06,0.99,51
2019-07-08,0.99,51
2019-08-15,0.99,51
2019-10-11,0.99,51
2019-10-31,0.99,51
2019-12-02,0.99,51
2019-12-15,0.99,51
2020-01-01,0.99,51
2020-03-05,0.99,51
2020-05-10,0.99,51
2020-07-08,0.99,51
2020-07-23,0.99,51
