Date,Initialprice,Discount
2019-05-05,39.99,40
2019-07-08,39.99,40
2019-11-06,39.99,50
2019-12-02,39.99,50
2020-01-01,39.99,50
2020-01-26,39.99,50
2020-05-05,39.99,50
2019-05-05,29.99,40
2019-07-08,29.99,40
2019-11-06,29.99,50
2019-12-02,29.99,50
2020-01-01,29.99,50
2020-01-26,29.99,50
2020-05-05,29.99,50
2020-07-08,29.99,50
2019-05-05,9.99,70
2019-07-08,9.99,70
2019-10-14,9.99,70
2019-10-31,9.99,70
2019-11-11,9.99,70
2019-12-02,9.99,70
2020-01-01,9.99,70
2020-01-26,9.99,70
2020-05-05,9.99,70
2020-07-08,9.99,75
