Date,Initialprice,Discount
2019-04-13,39.99,70
2019-06-16,39.99,70
2019-07-08,39.99,70
2019-09-08,39.99,70
2019-10-31,39.99,70
2019-11-11,39.99,70
2019-12-02,39.99,70
2019-12-13,39.99,70
2020-01-01,39.99,70
2020-01-26,39.99,70
2020-04-05,39.99,70
2020-05-31,39.99,70
2020-07-08,39.99,70
2019-04-13,19.99,85
2019-06-16,19.99,85
2019-07-08,19.99,85
2019-09-08,19.99,85
2019-10-31,19.99,85
2019-11-11,19.99,85
2019-12-02,19.99,85
2020-01-01,19.99,85
2020-01-26,19.99,85
2020-04-05,19.99,85
2020-05-31,19.99,85
2020-07-08,19.99,85
2019-04-13,9.99,85
2019-06-16,9.99,85
2019-07-08,9.99,85
2019-09-08,9.99,85
2019-10-31,9.99,85
2019-11-11,9.99,85
2019-12-02,9.99,85
2020-01-01,9.99,85
2020-01-26,9.99,85
2020-04-05,9.99,85
2020-05-31,9.99,85
2020-07-08,9.99,85
