Date,Initialprice,Discount
2019-05-16,19.99,50
2019-07-08,19.99,50
2019-09-15,19.99,60
2019-12-02,14.99,40
2020-01-01,14.99,40
2020-07-08,14.99,40
2020-08-02,14.99,40
2019-05-02,24.99,50
2019-07-08,24.99,60
2019-09-15,24.99,60
2019-11-11,24.99,60
2019-12-02,24.99,66
2020-01-01,24.99,66
2020-01-26,24.99,70
2020-07-08,24.99,75
2019-04-28,29.99,75
2019-06-28,29.99,75
2019-07-08,29.99,75
2019-09-15,29.99,75
2019-10-31,29.99,75
2019-12-02,29.99,80
2020-01-01,29.99,80
2020-01-26,29.99,80
2020-03-05,29.99,80
2020-06-07,29.99,80
2020-07-08,29.99,80
2019-05-19,19.99,75
2019-06-28,19.99,75
2019-07-08,19.99,75
2019-08-04,19.99,75
2019-09-15,19.99,75
2019-10-20,19.99,75
2019-12-02,19.99,75
2020-01-01,19.99,75
2020-01-26,19.99,75
2020-02-03,19.99,75
2020-05-31,19.99,80
2020-07-08,19.99,80
2019-07-08,9.99,70
2019-09-15,9.99,70
2019-12-02,9.99,70
2020-01-01,9.99,70
2020-01-26,9.99,70
2020-07-08,9.99,70
2019-05-19,14.99,75
2019-07-08,14.99,75
2019-08-04,14.99,75
2019-09-15,14.99,75
2019-10-20,14.99,75
2019-12-02,14.99,75
2020-01-01,14.99,75
2020-01-26,14.99,75
2020-02-03,14.99,75
2020-05-31,14.99,80
2020-07-08,14.99,80
2019-07-08,29.99,50
2019-09-15,29.99,50
2019-10-31,29.99,75
2019-11-11,29.99,66
2019-12-02,29.99,85
2020-01-01,29.99,75
2020-02-11,29.99,75
2020-03-31,29.99,70
2020-05-31,29.99,75
2020-07-08,29.99,75
2019-05-19,29.99,75
2019-07-08,29.99,75
2019-07-21,29.99,75
2019-08-25,29.99,75
2019-09-15,29.99,75
2019-10-20,19.99,66
2019-11-11,19.99,66
2019-12-02,19.99,66
2020-01-01,19.99,66
2020-01-26,19.99,66
2020-02-06,19.99,70
2020-04-04,19.99,70
2020-05-31,19.99,75
2020-07-08,19.99,75
2019-07-08,29.99,75
2019-10-31,29.99,75
2019-12-02,29.99,80
2020-01-01,29.99,80
2020-01-26,29.99,80
2020-03-05,29.99,80
2020-06-07,29.99,80
2020-07-08,29.99,80
2019-07-08,29.99,75
2019-09-15,29.99,75
2019-12-02,14.99,66
2020-01-01,14.99,66
2020-01-26,14.99,66
2020-07-08,14.99,70
2019-04-13,29.99,70
2019-07-08,29.99,70
2019-08-29,29.99,75
2019-09-15,29.99,75
2019-11-11,19.99,66
2019-12-02,19.99,66
2020-01-01,19.99,66
2020-01-26,19.99,66
2020-03-12,19.99,70
2020-05-12,19.99,75
2020-07-08,19.99,75
2019-05-19,39.99,75
2019-07-08,39.99,75
2019-08-04,39.99,75
2019-09-15,39.99,80
2019-10-20,19.99,66
2019-12-02,19.99,66
2020-01-01,19.99,66
2020-01-26,19.99,66
2020-03-30,19.99,66
2020-05-28,19.99,70
2020-05-31,19.99,70
2020-07-08,19.99,70
2019-06-09,29.99,90
2019-07-08,29.99,90
2019-10-31,19.99,90
2019-11-11,19.99,90
2019-12-02,19.99,90
2020-01-01,19.99,90
2020-01-26,19.99,90
2020-03-01,19.99,90
2020-07-08,19.99,90
2019-07-08,39.99,75
2019-09-15,39.99,75
2019-12-02,19.99,60
2020-01-01,19.99,60
2020-01-26,19.99,60
2020-03-30,19.99,66
2020-07-08,19.99,70
2019-07-08,29.99,80
2019-12-02,29.99,80
2020-01-01,29.99,80
2020-01-12,29.99,80
2020-01-26,29.99,80
2020-03-15,29.99,80
2020-05-24,29.99,80
2020-05-29,29.99,90
2020-07-20,29.99,85
2019-07-08,19.99,70
2019-09-15,19.99,70
2019-12-02,9.99,60
2020-01-01,9.99,60
2020-01-26,9.99,60
2020-07-08,9.99,66
