Date,Initialprice,Discount
2019-05-23,19.99,52
2019-07-08,19.99,55
2019-08-08,19.99,58
2019-09-26,19.99,60
2019-10-31,19.99,60
2019-11-11,19.99,60
2019-11-26,19.99,63
2019-12-02,19.99,63
2020-01-01,19.99,65
2020-01-21,19.99,55
2020-01-26,19.99,55
2020-03-19,19.99,55
2020-05-28,19.99,55
2020-06-07,19.99,57
2020-07-08,19.99,55
2020-07-17,19.99,60
2020-07-30,19.99,60
2019-04-29,19.99,50
2019-06-28,19.99,50
2019-07-08,19.99,50
2019-08-08,19.99,50
2019-09-10,19.99,50
2019-11-14,19.99,50
2019-12-02,19.99,50
2020-01-01,19.99,50
2020-01-26,19.99,50
2020-03-18,19.99,50
2020-05-13,19.99,50
2020-06-07,19.99,50
2020-07-22,19.99,50
2019-05-13,14.99,75
2019-07-08,14.99,70
2019-07-24,14.99,80
2019-08-08,14.99,80
2019-10-01,14.99,85
2019-10-31,14.99,80
2019-11-11,14.99,82
2019-12-02,14.99,84
2020-01-01,14.99,88
2020-01-26,14.99,90
2020-05-06,14.99,90
2020-06-07,14.99,90
2020-07-08,14.99,90
2020-08-12,14.99,90
2019-05-30,19.99,45
2019-07-08,19.99,45
2019-07-28,19.99,50
2019-09-12,19.99,55
2019-11-14,19.99,56
2019-12-02,19.99,56
2020-01-01,19.99,57
2020-01-16,19.99,58
2020-01-26,19.99,59
2020-03-12,19.99,50
2020-05-07,19.99,50
2020-06-07,19.99,60
2020-07-08,19.99,50
2020-07-23,19.99,50
2020-08-12,19.99,60
2019-05-30,19.99,90
2019-07-08,19.99,90
2019-08-01,19.99,90
2019-10-10,19.99,90
2019-10-31,19.99,90
2019-11-11,19.99,90
2019-12-02,19.99,90
2019-12-17,19.99,90
2020-01-01,19.99,90
2020-01-26,19.99,90
2020-02-13,19.99,90
2020-04-09,19.99,90
2020-06-07,19.99,90
2020-07-08,19.99,90
2020-08-12,19.99,90
