Date,Initialprice,Discount
2019-05-31,1.99,75
2019-06-10,1.99,75
2019-06-28,1.99,75
2019-07-08,1.99,75
2019-10-31,1.99,75
2019-12-02,1.99,75
2020-01-01,1.99,75
2020-01-26,1.99,75
2020-02-14,1.99,75
2020-07-08,1.99,75
2019-05-31,3.99,87
2019-06-10,3.99,87
2019-08-19,3.99,87
2019-10-31,3.99,87
2020-01-26,3.99,87
2020-03-05,3.99,87
2020-07-08,3.99,87
2019-05-31,0.99,51
2019-06-10,0.99,51
2019-07-08,0.99,51
2019-08-19,0.99,51
2019-10-31,0.99,51
2019-12-02,0.99,51
2020-01-01,0.99,51
2020-01-26,0.99,51
2020-03-05,0.99,51
2020-07-08,0.99,51
2019-04-21,3.99,87
2019-07-08,3.99,87
2019-08-25,3.99,87
2019-12-02,3.99,87
2020-01-01,3.99,87
2020-04-05,3.99,87
2020-07-08,3.99,87
2019-06-10,4.99,90
2019-07-08,4.99,90
2019-08-19,4.99,90
2019-10-31,4.99,90
2019-12-02,4.99,90
2020-01-01,4.99,90
2020-01-26,4.99,90
2020-03-05,4.99,90
2020-07-08,4.99,90
2019-06-10,1.99,75
2019-07-08,1.99,75
2019-08-19,1.99,75
2019-10-31,1.99,75
2019-12-02,1.99,75
2020-01-01,1.99,75
2020-01-26,1.99,75
2020-03-05,1.99,75
2020-07-08,1.99,75
2019-06-10,0.99,51
2019-07-08,0.99,51
2019-08-19,0.99,51
2019-10-31,0.99,51
2019-12-02,0.99,51
2020-01-01,0.99,51
2020-01-26,0.99,51
2020-03-05,0.99,51
2020-07-08,0.99,51
2019-06-10,4.99,90
2019-07-08,4.99,90
2019-08-19,4.99,90
2019-10-31,4.99,90
2019-12-02,4.99,90
2020-01-01,4.99,90
2020-01-26,4.99,90
2020-03-05,4.99,90
2020-07-08,4.99,90
2019-06-10,0.99,51
2019-07-08,0.99,51
2019-08-19,0.99,51
2019-10-31,0.99,51
2019-12-02,0.99,51
2020-01-01,0.99,51
2020-01-26,0.99,51
2020-03-05,0.99,51
2020-07-08,0.99,51
2019-06-10,2.99,83
2019-07-08,2.99,83
2019-08-19,2.99,80
2019-10-31,2.99,80
2019-12-02,2.99,83
2020-01-01,2.99,83
2020-01-26,2.99,83
2020-03-05,2.99,83
2020-07-08,2.99,83
2019-05-31,0.99,51
2019-06-10,0.99,51
2019-07-08,0.99,51
2019-08-19,0.99,51
2019-10-31,0.99,51
2019-12-02,0.99,51
2020-01-01,0.99,51
2020-01-26,0.99,51
2020-03-05,0.99,51
2020-07-08,0.99,51
2019-07-08,8.99,90
2019-12-02,5.99,90
2020-01-01,5.99,90
2020-01-26,5.99,90
2020-04-05,5.99,90
2020-07-08,5.99,90
2019-05-31,1.99,75
2019-06-10,1.99,75
2019-07-08,1.99,75
2019-08-19,1.99,75
2019-10-31,1.99,75
2019-12-02,1.99,75
2020-01-01,1.99,75
2020-01-26,1.99,75
2020-03-05,1.99,75
2020-07-08,1.99,75
2019-06-10,0.99,51
2019-07-08,0.99,51
2019-08-19,0.99,51
2019-10-31,0.99,51
2019-12-02,0.99,51
2020-01-01,0.99,51
2020-01-26,0.99,51
2020-03-05,0.99,51
2020-07-08,0.99,51
2019-07-08,8.99,90
2019-10-31,5.99,85
2019-12-02,5.99,90
2020-01-01,5.99,90
2020-05-03,5.99,90
2020-07-08,5.99,90
2019-07-08,0.99,30
2019-10-31,0.99,30
2020-01-26,0.99,30
2020-02-15,0.99,30
2020-07-08,0.99,10
2019-06-10,1.99,75
2019-07-08,1.99,75
2019-08-19,1.99,75
2019-10-31,1.99,75
2019-12-02,1.99,75
2020-01-01,1.99,75
2020-01-26,1.99,75
2020-03-05,1.99,75
2020-07-08,1.99,75
2019-06-10,0.99,51
2019-07-08,0.99,51
2019-08-19,0.99,51
2019-10-31,0.99,51
2019-12-02,0.99,51
2020-01-01,0.99,51
2020-01-26,0.99,51
2020-03-05,0.99,51
2020-07-08,0.99,51
2019-06-10,1.99,75
2019-07-08,1.99,75
2019-08-19,1.99,75
2019-10-31,1.99,75
2019-12-02,1.99,75
2020-01-01,1.99,75
2020-01-26,1.99,75
2020-03-05,1.99,75
2020-07-08,1.99,75
2019-07-08,8.99,90
2019-10-31,8.99,90
2019-12-02,8.99,90
2020-01-01,8.99,90
2020-07-08,8.99,90
2019-06-10,2.99,83
2019-07-08,2.99,83
2019-08-19,2.99,83
2019-10-31,2.99,80
2019-12-02,2.99,83
2020-01-01,2.99,83
2020-01-26,2.99,83
2020-03-05,2.99,83
2020-07-08,2.99,83
