Date,Initialprice,Discount
2019-05-26,19.99,75
2019-06-13,19.99,75
2019-07-08,19.99,75
2019-07-21,19.99,75
2019-08-01,19.99,75
2019-09-15,19.99,75
2019-10-31,19.99,75
2019-11-11,19.99,75
2019-12-02,19.99,75
2019-12-10,19.99,75
2020-01-01,19.99,75
2020-01-26,19.99,75
2020-02-16,19.99,75
2020-04-05,19.99,75
2020-05-31,19.99,75
2020-07-08,19.99,75
2020-07-17,19.99,75
2020-07-26,19.99,75
2019-05-26,19.99,75
2019-06-13,19.99,75
2019-07-08,19.99,75
2019-07-21,19.99,75
2019-09-08,19.99,75
2019-10-31,19.99,75
2019-11-13,19.99,75
2019-11-26,19.99,75
2019-12-02,19.99,75
2019-12-17,19.99,75
2020-01-01,19.99,75
2020-01-26,19.99,75
2020-02-16,19.99,75
2020-04-05,19.99,75
2020-05-31,19.99,75
2020-07-08,19.99,75
2020-07-17,19.99,75
2020-07-26,19.99,75
2019-05-26,4.99,80
2019-06-13,4.99,80
2019-07-08,4.99,80
2019-07-21,4.99,80
2019-09-15,4.99,80
2019-10-31,4.99,80
2019-11-11,4.99,80
2019-12-02,4.99,80
2019-12-10,4.99,80
2020-01-01,4.99,80
2020-01-26,4.99,80
2020-02-16,4.99,80
2020-04-05,4.99,80
2020-05-31,4.99,80
2020-07-08,4.99,80
2020-07-26,4.99,80
