Date,Initialprice,Discount
2019-06-28,19.99,50
2019-07-08,19.99,50
2019-09-08,19.99,65
2019-10-27,19.99,65
2019-12-02,19.99,65
2020-01-01,19.99,65
2020-01-26,19.99,65
2020-07-12,19.99,65
2019-05-05,19.99,75
2019-07-08,19.99,80
2019-09-08,19.99,80
2019-12-02,19.99,80
2020-01-01,19.99,80
2020-01-26,19.99,80
2020-04-05,19.99,80
2020-07-08,19.99,80
2019-07-08,4.99,50
2019-09-08,4.99,65
2019-10-27,4.99,50
2019-12-02,4.99,50
2020-01-01,4.99,50
2020-01-26,4.99,70
2020-02-23,4.99,70
2020-07-08,4.99,70
2019-07-08,14.99,75
2019-09-08,14.99,80
2019-10-31,14.99,80
2019-12-02,14.99,80
2020-01-01,14.99,80
2020-01-26,14.99,80
2020-07-08,14.99,80
2019-04-07,14.99,80
2019-07-08,14.99,80
2019-09-08,14.99,80
2019-10-27,14.99,80
2019-12-02,14.99,80
2020-01-01,14.99,80
2020-01-26,14.99,80
2020-03-01,14.99,80
2020-07-08,14.99,80
2019-07-08,14.99,75
2019-09-08,14.99,75
2019-10-27,14.99,75
2019-12-02,14.99,75
2020-01-01,14.99,75
2020-01-26,14.99,75
2020-02-23,19.99,70
2020-07-08,14.99,75
2019-07-08,29.99,75
2019-09-08,29.99,80
2019-12-02,29.99,80
2020-01-01,29.99,80
2020-01-26,29.99,80
2020-03-15,29.99,80
2020-07-08,29.99,80
2019-04-21,39.99,70
2019-07-08,39.99,75
2019-09-08,39.99,80
2019-10-31,39.99,80
2019-12-02,39.99,80
2020-01-01,39.99,80
2020-01-26,39.99,80
2020-03-19,39.99,80
2020-07-08,39.99,50
2019-07-08,14.99,80
2019-09-08,14.99,75
2019-10-27,14.99,75
2019-12-02,14.99,75
2020-01-01,14.99,75
2020-01-26,14.99,75
2020-07-12,14.99,75
2019-07-08,29.99,65
2019-09-08,19.99,75
2019-10-27,19.99,70
2019-12-02,19.99,70
2020-01-01,19.99,70
2020-01-26,19.99,70
2020-05-18,19.99,75
2020-07-08,19.99,75
2019-07-08,19.99,80
2019-09-08,19.99,80
2019-10-31,19.99,80
2019-12-02,19.99,80
2020-01-01,19.99,80
2020-01-26,19.99,80
2020-03-19,19.99,80
2020-07-08,19.99,70
