Date,Initialprice,Discount
2019-05-26,39.99,75
2019-07-08,39.99,75
2019-07-21,39.99,75
2019-08-25,39.99,75
2019-10-13,39.99,75
2019-12-02,39.99,75
2020-01-01,39.99,75
2020-01-12,39.99,75
2020-01-26,39.99,75
2020-03-01,39.99,75
2020-03-25,39.99,75
2020-05-31,39.99,75
2020-07-08,39.99,75
