Year,Month,mean,max
2017,12,36.65277777777778,621.0
2018,1,25.483084004602997,609.0
2018,2,4.41547124279394,414.0
2018,3,0.1623136419683891,16.0
2018,4,0.2000930124404139,3.0
2018,5,0.13901043419724,2.0
2018,6,0.1312615955473098,3.0
2018,7,0.0958873239436619,3.0
2018,8,0.0991911929903392,3.0
2018,9,0.0452751335035987,2.0
2018,10,0.0583267650039409,2.0
2018,11,0.2242838919169662,6.0
2018,12,0.1427289048473967,3.0
2019,1,0.0980658296572785,3.0
2019,2,0.0721380680407251,2.0
2019,3,0.0599272231066636,2.0
2019,4,0.0435701702877275,2.0
2019,5,0.0428490672696438,2.0
2019,6,0.2212825933756166,9.0
2019,7,0.2492359932088285,5.0
2019,8,0.0612221972590429,2.0
2019,9,0.265831675055601,7.0
2019,10,0.1230508474576271,3.0
2019,11,0.0572366877785597,2.0
2019,12,0.0791521028300823,2.0
2020,1,0.0441608312627061,2.0
2020,2,0.0274022211492032,2.0
2020,3,0.103467624284592,2.0
2020,4,0.070705868349006,2.0
2020,5,0.0412926391382405,2.0
2020,6,0.2553415061295972,6.0
2020,7,0.333670260557053,6.0
2020,8,0.1016011644832605,3.0
