Year,Month,mean,max
2017,12,196.0578703703704,379.0
2018,1,101.12121212121212,198.0
2018,2,86.33768352365416,179.0
2018,3,114.56720430107526,358.0
2018,4,113.64345403899722,325.0
2018,5,172.90040376850607,697.0
2018,6,120.74269819193324,236.0
2018,7,103.96752368064952,192.0
2018,8,80.36891891891892,136.0
2018,9,72.15877437325905,130.0
2018,10,152.90663058186738,494.0
2018,11,117.21800281293952,289.0
2018,12,101.25641025641026,197.0
2019,1,99.85986394557824,168.0
2019,2,89.34332833583208,176.0
2019,3,72.14540466392319,137.0
2019,4,179.15857142857143,1005.0
2019,5,91.74862637362638,197.0
2019,6,130.6298984034833,335.0
2019,7,105.275,194.0
2019,8,111.56698240866037,284.0
2019,9,74.1657223796034,147.0
2019,10,94.1820652173913,300.0
2019,11,115.52535211267606,286.0
2019,12,100.5299727520436,220.0
2020,1,96.7182320441989,197.0
2020,2,95.10995542347698,175.0
2020,3,92.93655172413791,151.0
2020,4,248.114238410596,1214.0
2020,5,104.41426611796982,174.0
2020,6,158.03389830508473,488.0
2020,7,197.185733512786,439.0
2020,8,141.10069444444446,225.0
