Year,Month,mean,max
2017,12,2.7731481481481484,15.0
2018,1,4.8068965517241375,71.0
2018,2,2.675941080196399,52.0
2018,3,24.96635262449529,3174.0
2018,4,0.5919220055710307,4.0
2018,5,1.4885598923283985,41.0
2018,6,0.7916666666666666,7.0
2018,7,4.124324324324324,108.0
2018,8,3.1278600269179004,109.0
2018,9,0.7496522948539638,68.0
2018,10,0.5201612903225806,22.0
2018,11,2.2482566248256624,102.0
2018,12,8.456989247311828,109.0
2019,1,2.404858299595141,38.0
2019,2,4.382440476190476,86.0
2019,3,0.1839237057220708,2.0
2019,4,0.2011251758087201,4.0
2019,5,0.678763440860215,101.0
2019,6,2.6737288135593222,144.0
2019,7,5.6482479784366575,80.0
2019,8,0.2274562584118439,4.0
2019,9,10.19047619047619,355.0
2019,10,0.2341001353179972,16.0
2019,11,0.5435393258426966,74.0
2019,12,3.819650067294751,93.0
2020,1,0.9271255060728744,27.0
2020,2,0.1179856115107913,7.0
2020,3,0.8024193548387096,31.0
2020,4,0.7841225626740947,18.0
2020,5,0.1935483870967742,3.0
2020,6,4.109090909090909,116.0
2020,7,9.038978494623656,119.0
2020,8,0.2951388888888889,3.0
