Year,Month,mean,max
2017,12,437.8917640418611,1059.0
2018,1,409.2311171161486,1107.6666666666667
2018,2,317.3211612427039,729.3333333333334
2018,3,278.35950545261915,1071.3333333333333
2018,4,582.8019195989152,1655.3333333333333
2018,5,269.2931133928814,485.6666666666667
2018,6,269.339986991578,618.3333333333334
2018,7,293.6307033360821,589.0
2018,8,232.71856320761944,413.3333333333333
2018,9,353.209813206681,1505.3333333333333
2018,10,380.7766319772276,1186.0
2018,11,351.05343121799,738.0
2018,12,303.22005701784184,592.3333333333334
2019,1,280.0345504216498,572.6666666666666
2019,2,253.49526180274097,514.3333333333334
2019,3,222.4553651125415,400.3333333333333
2019,4,200.81271956161746,372.0
2019,5,195.0678794653688,361.6666666666667
2019,6,185.6954480208916,338.3333333333333
2019,7,213.27535430210932,402.0
2019,8,184.06817668126476,326.0
2019,9,180.90264990413678,339.0
2019,10,174.14608542692562,321.3333333333333
2019,11,220.9073483722777,453.6666666666667
2019,12,197.87605499937965,358.3333333333333
2020,1,202.8665284069913,352.3333333333333
2020,2,319.4081559151079,698.3333333333334
2020,3,304.6350662589919,612.0
2020,4,303.51608267634805,652.0
2020,5,289.1040892479933,539.6666666666666
2020,6,276.6630370460147,520.0
2020,7,349.92549733900506,764.3333333333334
2020,8,278.6090523429919,500.3333333333333
