Year,Month,mean,max
2017,12,19.10252427184466,433.0
2018,1,3.2511773940345368,87.0
2018,2,1.1859956236323852,7.0
2018,3,1.0548575274848553,7.0
2018,4,0.6016298020954598,6.0
2018,5,0.6948124859645183,18.0
2018,6,0.4474875246605547,5.0
2018,7,0.4193002257336343,4.0
2018,8,0.4004053597567841,4.0
2018,9,0.8433286843328685,6.0
2018,10,0.407845789651674,4.0
2018,11,0.3392711607870532,7.0
2018,12,0.254998876656931,4.0
2019,1,0.4038330687230664,4.0
2019,2,0.3028942115768463,3.0
2019,3,0.338394294916034,4.0
2019,4,0.1266871892019891,3.0
2019,5,0.4988484569322892,14.0
2019,6,0.5134643377001455,7.0
2019,7,0.2560431823515606,6.0
2019,8,0.2099441213365264,3.0
2019,9,0.1241745283018867,3.0
2019,10,0.2891621129326047,3.0
2019,11,0.0964808691544638,3.0
2019,12,0.1923295777853647,3.0
2020,1,0.0451058958214081,2.0
2020,2,0.1734367306745445,2.0
2020,3,0.1179003724394785,2.0
2020,4,0.1637606360719765,2.0
2020,5,0.1559291436308247,3.0
2020,6,0.075082508250825,2.0
2020,7,0.1387856257744733,11.0
2020,8,0.0663729809104258,2.0
