Year,Month,mean,max
2017,12,0.6828703703703703,50.0
2018,1,0.3471074380165289,10.0
2018,2,0.1941272430668841,4.0
2018,3,0.2325268817204301,2.0
2018,4,0.1227336122733612,2.0
2018,5,0.1049798115746971,2.0
2018,6,0.0988857938718663,2.0
2018,7,0.1219512195121951,5.0
2018,8,0.1542625169147496,2.0
2018,9,0.1269177126917712,13.0
2018,10,0.0933694181326116,2.0
2018,11,0.171875,7.0
2018,12,0.2631578947368421,4.0
2019,1,0.1627906976744186,2.0
2019,2,0.2557427258805513,3.0
2019,3,0.1267806267806268,3.0
2019,4,0.0909090909090909,2.0
2019,5,0.0910364145658263,4.0
2019,6,0.1119515885022692,6.0
2019,7,0.1034482758620689,5.0
2019,8,0.0413223140495867,1.0
2019,9,0.0482456140350877,2.0
2019,10,0.0508940852819807,2.0
2019,11,0.0513552068473609,2.0
2019,12,0.0363636363636363,1.0
2020,1,0.0374639769452449,2.0
2020,2,0.0348101265822784,2.0
2020,3,0.0453900709219858,1.0
2020,4,0.0708263069139966,2.0
2020,5,0.0543933054393305,1.0
2020,6,0.0514285714285714,2.0
2020,7,0.0366350067842605,2.0
2020,8,0.0176056338028169,1.0
