Year,Month,mean,max
2017,12,102.74652777777777,191.5
2018,1,94.15141114296958,171.0
2018,2,91.31102941369628,168.5
2018,3,87.2224915224763,156.5
2018,4,84.93975729501884,177.5
2018,5,79.61416590688722,144.0
2018,6,84.79038997214484,150.0
2018,7,85.33112252175152,146.0
2018,8,79.3980179464811,158.0
2018,9,69.22619200242421,125.0
2018,10,67.87059216174138,141.5
2018,11,74.14479090409503,136.0
2018,12,79.99904499151103,152.5
2019,1,77.89011651487777,139.5
2019,2,76.45455726318093,136.0
2019,3,83.4503454994754,168.0
2019,4,90.48508770844418,171.0
2019,5,78.1102449679316,154.5
2019,6,80.79268964490434,148.5
2019,7,73.69454414037187,141.0
2019,8,80.99529397035349,144.0
2019,9,72.26666897367366,134.5
2019,10,71.709297131408,139.5
2019,11,95.08309324882359,182.5
2019,12,99.02362437830584,193.5
2020,1,100.7632633265857,183.5
2020,2,104.44783892075108,201.0
2020,3,116.05145347073721,241.5
2020,4,178.41557079656374,329.0
2020,5,146.96753805726712,273.5
2020,6,130.4707806527492,229.5
2020,7,110.29602314429488,198.5
2020,8,104.76250485625485,173.5
