Year,Month,mean,max
2017,12,1277.4423225308642,2199.0
2018,1,1229.7238421955403,2230.0
2018,2,1086.7402144772118,1930.0
2018,3,1504.0356382382606,3041.0
2018,4,1136.2316095293434,1944.0
2018,5,991.167638483965,1767.0
2018,6,1070.681776025968,1976.0
2018,7,1173.32699234579,2051.0
2018,8,917.0035910672204,1550.0
2018,9,970.2702796797028,2222.0
2018,10,1098.3137915543575,1928.0
2018,11,1074.5956410850915,2204.0
2018,12,1213.182236178087,2144.0
2019,1,1267.4042697390714,2207.0
2019,2,1151.642786193196,2081.0
2019,3,1054.669425235234,1881.0
2019,4,994.830760233918,1624.0
2019,5,1038.7020536415666,1835.0
2019,6,1160.3360243360244,2286.0
2019,7,1697.1672845747669,3642.0
2019,8,1291.5974856886294,2207.0
2019,9,1004.8413534714904,1736.0
2019,10,950.5396682090058,1587.0
2019,11,1104.6619058768438,1939.0
2019,12,1198.001459362371,2216.0
2020,1,1348.3379520108144,2214.0
2020,2,1283.10632425297,2305.0
2020,3,1261.2917834323507,2214.0
2020,4,1307.5590076512867,1891.0
2020,5,1246.0496469797154,1875.0
2020,6,1146.2244778905613,1853.0
2020,7,1293.721243407025,1958.0
2020,8,1183.8136086071534,1722.0
