Year,Month,mean,max
2017,12,172.0293846918002,1001.0
2018,1,108.47335263169204,2089.8571428571427
2018,2,60.09921117777392,374.42857142857144
2018,3,62.177442674562876,379.42857142857144
2018,4,58.68254276818781,344.7142857142857
2018,5,54.25366562427853,287.85714285714283
2018,6,57.472678429682425,295.85714285714283
2018,7,72.35850985167235,354.0
2018,8,73.21273189905011,381.42857142857144
2018,9,68.64547095629709,404.14285714285717
2018,10,56.96125211578317,361.0
2018,11,83.83897261121204,925.7142857142857
2018,12,125.17854568547322,941.5714285714286
2019,1,102.77330251900148,1793.2857142857142
2019,2,66.3233393214924,356.85714285714283
2019,3,66.30188565904764,348.14285714285717
2019,4,56.568473281105646,321.42857142857144
2019,5,56.180809218073215,278.0
2019,6,60.86336412861453,261.85714285714283
2019,7,69.16286504404461,321.0
2019,8,69.55437706899075,310.42857142857144
2019,9,65.03635587885003,345.42857142857144
2019,10,61.1738961656825,344.7142857142857
2019,11,93.05487713865435,958.7142857142857
2019,12,142.2893958959672,995.4285714285714
2020,1,117.74529260584089,1835.4285714285713
2020,2,76.89152043222602,375.14285714285717
2020,3,273.797279861022,3290.0
2020,4,640.7543158034149,4573.714285714285
2020,5,411.7582690549399,2986.8571428571427
2020,6,204.74414844767074,1061.7142857142858
2020,7,177.85588390026237,782.5714285714286
2020,8,163.3244484970935,654.8571428571429
