Year,Month,mean,max
2017,12,87.87962962962962,182.0
2018,1,70.05584501137861,184.5
2018,2,68.07896590459782,204.0
2018,3,71.5725327066962,188.5
2018,4,51.361695473634725,122.5
2018,5,90.59523925816582,578.0
2018,6,52.53575278164117,142.0
2018,7,47.94384303112314,125.0
2018,8,37.57267378414754,90.0
2018,9,49.88613817089681,123.5
2018,10,37.19756427604871,95.0
2018,11,33.752843834778055,81.5
2018,12,39.954712083670415,106.5
2019,1,41.31706054744955,107.5
2019,2,34.87051679056194,85.0
2019,3,28.665876648295455,76.0
2019,4,26.980643707176345,67.0
2019,5,28.595412494363025,82.0
2019,6,32.407357995658465,91.0
2019,7,34.335897003429466,85.0
2019,8,26.199324324324323,61.0
2019,9,22.966375652401613,63.5
2019,10,25.279775022322866,68.5
2019,11,36.8940324082328,98.5
2019,12,38.13796777384327,100.0
2020,1,33.203042558870024,77.5
2020,2,29.71091130948558,75.0
2020,3,36.035078145301995,86.0
2020,4,49.24251884261625,113.5
2020,5,31.132067289079487,65.0
2020,6,30.05890603085554,97.0
2020,7,36.21944963024067,88.0
2020,8,28.769829171506004,55.5
