Year,Month,mean,max
2017,12,2807.308168511339,4807.807692307692
2018,1,2783.1122775047206,5152.692307692308
2018,2,2470.424032816079,4897.884615384615
2018,3,2312.106959023796,4459.961538461538
2018,4,2314.831976334246,4335.461538461538
2018,5,2253.945056869436,4071.423076923077
2018,6,3293.1386163114344,6452.692307692308
2018,7,3006.417692452299,5462.461538461538
2018,8,2759.929620619456,5275.884615384615
2018,9,2311.663208379655,4265.576923076923
2018,10,2438.8251693153356,4694.923076923077
2018,11,2344.3337852917207,4339.153846153846
2018,12,2461.9968936650157,4458.807692307692
2019,1,2361.8543128769643,4320.923076923077
2019,2,2195.261578640244,4019.3076923076924
2019,3,2096.2670767938916,4226.846153846154
2019,4,2159.277744374315,3879.4615384615386
2019,5,2251.851923536846,4076.4615384615386
2019,6,2427.4396993967684,4120.846153846154
2019,7,2460.475676793659,4734.423076923077
2019,8,2393.7165660940814,4242.884615384615
2019,9,1937.0918832645145,3586.923076923077
2019,10,1901.6560897631025,3581.769230769231
2019,11,2017.5423109972674,3772.230769230769
2019,12,2255.0360391893487,4121.807692307692
2020,1,2536.737643325379,4540.884615384615
2020,2,2439.5975020451024,4459.5
2020,3,2587.9011249547766,4797.2692307692305
2020,4,3332.4093075836677,5505.423076923077
2020,5,2913.8937145685486,4922.7692307692305
2020,6,2765.8797109498223,4882.923076923077
2020,7,2938.0636648262994,4751.461538461538
2020,8,3052.7505743927877,5000.192307692308
