Year,Month,mean,max
2017,12,299.10185185185185,518.0
2018,1,303.24931129476585,593.0
2018,2,311.24959216965743,598.0
2018,3,300.05518169582774,588.0
2018,4,262.9163179916318,504.0
2018,5,263.6653225806452,509.0
2018,6,274.73574408901254,472.0
2018,7,250.64864864864865,401.0
2018,8,257.4158815612382,419.0
2018,9,205.1627260083449,411.0
2018,10,184.14266487214,444.0
2018,11,228.16875871687589,474.0
2018,12,198.78091397849465,479.0
2019,1,186.0931174089069,367.0
2019,2,164.41517857142858,302.0
2019,3,156.19945355191257,333.0
2019,4,136.9817158931083,277.0
2019,5,137.19246298788696,291.0
2019,6,141.51768033946252,252.0
2019,7,131.21024258760107,230.0
2019,8,129.98787061994608,224.0
2019,9,112.9129213483146,228.0
2019,10,136.212449255751,493.0
2019,11,202.00140252454415,459.0
2019,12,163.51752021563345,332.0
2020,1,159.1190798376184,303.0
2020,2,164.58561151079138,315.0
2020,3,236.65902964959568,469.0
2020,4,257.6866295264624,456.0
2020,5,204.88948787061997,398.0
2020,6,167.109396914446,295.0
2020,7,157.52822580645162,262.0
2020,8,161.63541666666666,253.0
