Year,Month,mean,max
2017,12,111.80830670926518,1254.0
2018,1,117.31929347826087,1813.0
2018,2,93.26003210272872,1032.0
2018,3,44.92338709677419,917.0
2018,4,21.75626740947075,1307.0
2018,5,16.4535666218035,463.0
2018,6,6.249303621169917,183.0
2018,7,4.479025710419486,149.0
2018,8,23.563513513513517,3065.0
2018,9,12.243732590529248,1116.0
2018,10,2.580514208389716,113.0
2018,11,3.5126760563380284,97.0
2018,12,5.089068825910931,201.0
2019,1,21.41008174386921,1929.0
2019,2,16.876506024096386,672.0
2019,3,2.494490358126722,43.0
2019,4,2.6909871244635197,100.0
2019,5,11.14010989010989,888.0
2019,6,2.500734214390602,49.0
2019,7,4.125698324022347,70.0
2019,8,1.539617486338798,12.0
2019,9,1.2485795454545454,201.0
2019,10,0.6316507503410641,3.0
2019,11,1.0437235543018335,4.0
2019,12,0.6616643929058663,4.0
2020,1,0.5834482758620689,4.0
2020,2,0.6850746268656717,7.0
2020,3,3.6689750692520775,262.0
2020,4,3.2902155887230515,501.0
2020,5,1.1586206896551725,11.0
2020,6,1.5599435825105783,17.0
2020,7,12.675675675675675,708.0
2020,8,0.5365853658536586,5.0
