Year,Month,mean,max
2017,12,88.85271039671863,213.5
2018,1,83.4837394827259,237.0
2018,2,102.6042316328442,300.25
2018,3,49.31545942774509,141.25
2018,4,95.52914904329167,354.25
2018,5,45.25754200109025,119.0
2018,6,75.25043664378313,223.5
2018,7,60.20434037411432,169.25
2018,8,58.941785073743205,179.0
2018,9,41.788490635332096,139.0
2018,10,33.58740059043628,126.75
2018,11,95.05836407796531,266.5
2018,12,59.172183673997,176.5
2019,1,99.59232351504683,290.0
2019,2,60.4837511732702,197.0
2019,3,57.03612083630432,201.75
2019,4,51.622619181822756,160.0
2019,5,54.155497291830294,201.5
2019,6,47.6656146118373,152.75
2019,7,75.18694347687187,190.5
2019,8,40.515758138435864,103.0
2019,9,46.76077143640651,136.5
2019,10,49.03822444166033,150.75
2019,11,61.48138076414571,172.75
2019,12,56.17566525150288,162.0
2020,1,86.77739117626695,243.0
2020,2,49.86550352696071,156.0
2020,3,82.15324680132551,232.25
2020,4,130.81695797330588,336.0
2020,5,88.19763383934765,329.5
2020,6,46.544707221050544,154.5
2020,7,87.83967339893918,203.75
2020,8,50.34766766959008,124.75
