Year,Month,mean,max
2017,12,22.25314252562367,53.0
2018,1,12.87022437841116,40.0
2018,2,8.45537757437071,25.0
2018,3,8.212308037215559,44.0
2018,4,5.2307781784343375,18.0
2018,5,5.762732779896791,39.0
2018,6,5.460396613707527,16.0
2018,7,4.885968869839838,20.0
2018,8,3.812366498032602,13.0
2018,9,4.176286145627685,42.0
2018,10,3.855968468468468,25.0
2018,11,3.553544494720965,12.0
2018,12,4.195915619389587,14.0
2019,1,3.538418015163517,12.0
2019,2,3.145057128663686,11.0
2019,3,3.2276144907723854,17.0
2019,4,2.564313403030659,12.0
2019,5,3.126627083809089,35.0
2019,6,2.504299681941336,11.0
2019,7,3.5118074477747503,12.0
2019,8,2.5528446143467507,11.0
2019,9,2.9619482496194824,10.0
2019,10,3.340718969025548,10.0
2019,11,2.935912511759172,12.0
2019,12,2.8148273527420447,10.0
2020,1,2.302125734961556,10.0
2020,2,2.5016924564796907,13.0
2020,3,3.4349249350942546,12.0
2020,4,3.770929287455974,13.0
2020,5,3.216106930248231,21.0
2020,6,2.143992519869098,11.0
2020,7,2.3438624100719423,9.0
2020,8,2.516618075801749,9.0
