Year,Month,mean,max
2017,12,33.532407407407405,81.0
2018,1,17.059782608695652,43.0
2018,2,16.66131621187801,43.0
2018,3,12.604306864064602,30.0
2018,4,15.894150417827298,48.0
2018,5,15.51478494623656,35.0
2018,6,25.175243393602223,71.0
2018,7,37.722972972972975,96.0
2018,8,48.55585464333782,261.0
2018,9,190.8133704735376,476.0
2018,10,65.63306451612904,135.0
2018,11,61.88702928870293,160.0
2018,12,56.590053763440864,196.0
2019,1,70.8554054054054,149.0
2019,2,44.11904761904762,101.0
2019,3,50.81446111869031,117.0
2019,4,39.781382228490834,107.0
2019,5,63.45956873315364,290.0
2019,6,76.41442715700141,196.0
2019,7,105.59568733153638,264.0
2019,8,55.55390835579515,178.0
2019,9,85.55414908579465,281.0
2019,10,48.25169147496617,128.0
2019,11,101.47960618846696,234.0
2019,12,53.309041835357625,144.0
2020,1,87.37381916329285,193.0
2020,2,66.31268011527378,146.0
2020,3,63.509408602150536,161.0
2020,4,65.1908077994429,174.0
2020,5,95.1263440860215,276.0
2020,6,92.60364145658264,384.0
2020,7,82.72005383580081,169.0
2020,8,75.55902777777777,236.0
