Year,Month,mean,max
2017,12,565.6961767220948,1095.6
2018,1,557.1775804183955,1338.8
2018,2,498.6184521525821,1207.8
2018,3,456.20381755852105,979.8
2018,4,450.8499055288254,1034.6
2018,5,411.34799185331156,910.2
2018,6,429.9393667552199,962.4
2018,7,425.11596615390033,955.0
2018,8,377.29898083374155,781.0
2018,9,458.2381923552368,1270.2
2018,10,505.4985313195748,1107.2
2018,11,447.5711804893041,1028.6
2018,12,474.87142642340905,1026.4
2019,1,518.4654653126407,1023.4
2019,2,492.08111065179,1071.2
2019,3,514.6386956011531,1187.8
2019,4,418.0775108790141,853.2
2019,5,486.30237943905405,1067.2
2019,6,457.208830480641,1054.0
2019,7,577.2427459904509,1287.6
2019,8,527.186064027533,1082.6
2019,9,495.74231646837205,1117.6
2019,10,415.15150540979965,877.8
2019,11,477.9023140978974,961.0
2019,12,504.70432246976816,1146.8
2020,1,554.4187059401214,1121.2
2020,2,438.44354034997195,895.0
2020,3,567.6093926895255,1138.6
2020,4,577.902157742654,1127.6
2020,5,535.3504618079177,1136.0
2020,6,493.2783806847988,1229.0
2020,7,487.2393705361631,847.0
2020,8,423.2157042778334,747.8
