Year,Month,mean,max
2017,12,2754.6645187496633,4992.888888888889
2018,1,2593.209360385857,5274.888888888889
2018,2,2334.4508005441976,4661.444444444444
2018,3,2312.205652819822,4587.555555555556
2018,4,2365.312254095441,5766.777777777777
2018,5,2297.1308102676358,4915.0
2018,6,2296.6734331428297,4448.0
2018,7,2390.2821434200446,4263.555555555556
2018,8,1986.2457392610106,3629.6666666666665
2018,9,1893.5927033139803,4108.222222222223
2018,10,1795.6228881555185,3625.4444444444443
2018,11,2010.2552849360227,4654.0
2018,12,2505.115223640978,6510.666666666667
2019,1,2519.315315134558,5053.555555555556
2019,2,2372.5485027347427,4960.444444444444
2019,3,2230.5988462332925,4492.555555555556
2019,4,2373.2081113986437,4750.333333333333
2019,5,2507.587623360928,5140.333333333333
2019,6,2650.249418358499,4991.222222222223
2019,7,2983.229565739346,5338.555555555556
2019,8,2682.3059114061707,5094.111111111111
2019,9,2375.016371736867,4853.333333333333
2019,10,2386.714881328707,4914.111111111111
2019,11,2247.754459676187,4449.222222222223
2019,12,2822.851824117505,5671.444444444444
2020,1,3376.424342673959,6633.333333333333
2020,2,3556.152376220076,7674.111111111111
2020,3,3528.17125609916,7330.666666666667
2020,4,4341.312661119639,7921.777777777777
2020,5,3707.036374950474,7984.666666666667
2020,6,3104.7938904262246,5734.444444444444
2020,7,3137.268525263102,5424.333333333333
2020,8,3065.853770742708,5115.888888888889
