Year,Month,mean,max
2017,12,55.02682879752943,157.0
2018,1,36.49541939321832,159.0
2018,2,19.225372933745465,73.0
2018,3,18.328997533079164,66.0
2018,4,15.041036968146942,55.0
2018,5,15.704621943010991,67.0
2018,6,20.23556689079527,94.0
2018,7,19.12384494027496,67.0
2018,8,11.837771036962138,40.0
2018,9,9.946018110053402,38.0
2018,10,10.126773249268185,44.0
2018,11,16.73689703153989,65.0
2018,12,17.07124424997195,91.0
2019,1,14.370973211258054,69.0
2019,2,11.66823938415694,41.0
2019,3,9.953274215552524,41.0
2019,4,25.58331377610889,271.0
2019,5,11.628716216216215,52.0
2019,6,11.863012090620964,52.0
2019,7,12.357732775200814,50.0
2019,8,12.5505668425188,72.0
2019,9,8.24083830933146,32.0
2019,10,17.40976933514247,149.0
2019,11,11.29395218002813,60.0
2019,12,16.903924221921514,80.0
2020,1,18.065313028764805,72.0
2020,2,12.054054054054054,49.0
2020,3,34.806172839506175,224.0
2020,4,22.03004694835681,89.0
2020,5,13.829443447037702,52.0
2020,6,16.969760653823702,99.0
2020,7,22.36606741573034,104.0
2020,8,18.883551673944687,100.0
