Year,Month,mean,max
2017,12,238.4814814814815,931.0
2018,1,148.76413793103447,865.0
2018,2,106.47626841243864,376.0
2018,3,92.70390309555854,314.0
2018,4,115.73779637377964,364.0
2018,5,82.72177419354838,218.0
2018,6,108.97913769123782,340.0
2018,7,123.1391891891892,299.0
2018,8,105.01345895020188,249.0
2018,9,104.45682451253482,296.0
2018,10,81.43337819650067,223.0
2018,11,102.85076708507673,418.0
2018,12,146.45430107526883,665.0
2019,1,136.4635135135135,621.0
2019,2,142.88392857142858,588.0
2019,3,92.96049046321528,261.0
2019,4,77.63853727144867,206.0
2019,5,74.15456989247312,199.0
2019,6,94.28813559322032,273.0
2019,7,137.31983805668017,522.0
2019,8,93.866576819407,211.0
2019,9,75.08415147265077,198.0
2019,10,78.2527027027027,248.0
2019,11,99.24824684431978,381.0
2019,12,160.96231493943472,648.0
2020,1,139.00944669365722,599.0
2020,2,122.05323741007194,325.0
2020,3,170.50806451612902,678.0
2020,4,209.033426183844,621.0
2020,5,142.78494623655914,381.0
2020,6,132.81258741258742,462.0
2020,7,174.7983870967742,464.0
2020,8,127.5,249.0
