Year,Month,mean,max
2017,12,62.536203900366864,267.0
2018,1,54.36468330134357,256.0
2018,2,37.18796184334274,185.0
2018,3,38.73744394618834,200.0
2018,4,38.49209486166008,187.0
2018,5,35.28924043531919,137.0
2018,6,33.31561230412072,141.0
2018,7,42.98376367121434,166.0
2018,8,45.09898876404495,175.0
2018,9,43.325748781054095,189.0
2018,10,39.161468303119015,198.0
2018,11,43.73683600092786,236.0
2018,12,63.8737515430367,324.0
2019,1,60.74377828054298,286.0
2019,2,49.65532232020867,261.0
2019,3,47.09412702025951,244.0
2019,4,42.13893129770992,224.0
2019,5,41.03650467716176,192.0
2019,6,40.134814292430654,172.0
2019,7,47.774832936912446,193.0
2019,8,55.622092369929206,216.0
2019,9,43.409223926021305,201.0
2019,10,44.13347649186257,213.0
2019,11,54.42632197414806,282.0
2019,12,67.04354201917654,394.0
2020,1,72.8698157983953,338.0
2020,2,62.5233836858006,289.0
2020,3,72.96333370824429,337.0
2020,4,77.3855795148248,287.0
2020,5,69.99450117831893,297.0
2020,6,59.55799556126621,283.0
2020,7,61.6741598291559,231.0
2020,8,63.72435897435897,205.0
