Year,Month,mean,max
2017,12,119.29398148148148,229.0
2018,1,79.84447476125511,290.0
2018,2,73.00806451612904,251.0
2018,3,47.22341857335128,121.0
2018,4,52.31520223152023,326.0
2018,5,2010.7271505376343,104775.0
2018,6,276.33796940194713,1859.0
2018,7,133.98918918918918,1251.0
2018,8,118.47043010752688,1763.0
2018,9,75.01390820584145,1006.0
2018,10,44.715053763440864,355.0
2018,11,52.37883008356546,398.0
2018,12,74.73655913978494,1001.0
2019,1,44.499325236167344,347.0
2019,2,32.895833333333336,267.0
2019,3,20.32697547683924,96.0
2019,4,32.64275668073137,413.0
2019,5,58.10349462365591,1054.0
2019,6,48.11315417256012,231.0
2019,7,113.5814266487214,6038.0
2019,8,17.305518169582772,92.0
2019,9,10.223776223776223,32.0
2019,10,12.571621621621622,45.0
2019,11,16.71267605633803,100.0
2019,12,16.816958277254376,147.0
2020,1,19.844804318488528,110.0
2020,2,18.35014409221902,524.0
2020,3,17.241935483870968,100.0
2020,4,32.740947075208915,82.0
2020,5,36.74697173620458,158.0
2020,6,51.05329593267882,1388.0
2020,7,22.881720430107528,82.0
2020,8,18.850174216027877,97.0
