Year,Month,mean,max
2017,12,15.932815533980582,56.0
2018,1,5.684342435034956,19.0
2018,2,6.9581962719298245,21.0
2018,3,4.648154381240884,15.0
2018,4,3.637009432863631,18.0
2018,5,2.496406916685381,13.0
2018,6,2.399489322191272,13.0
2018,7,2.5695745401196253,14.0
2018,8,2.5435712677324926,11.0
2018,9,2.2182050685887003,10.0
2018,10,2.135769057284618,11.0
2018,11,2.921337839412656,13.0
2018,12,2.6063363667003707,12.0
2019,1,2.3876347135564377,11.0
2019,2,2.8533266758207465,15.0
2019,3,2.333256377698257,14.0
2019,4,1.7800475059382423,12.0
2019,5,2.407539774037353,16.0
2019,6,1.8124847300268752,13.0
2019,7,2.4894774178292742,11.0
2019,8,2.0308183997260585,11.0
2019,9,1.543110585452395,10.0
2019,10,1.4422792022792024,10.0
2019,11,2.264852071005917,12.0
2019,12,2.594298745724059,12.0
2020,1,2.009183790609574,10.0
2020,2,1.5491772856612644,8.0
2020,3,2.7987142022209235,12.0
2020,4,1.9676651735722284,9.0
2020,5,2.925403453334838,14.0
2020,6,2.6035887144374925,13.0
2020,7,3.3708713786495323,14.0
2020,8,2.875147579693034,19.0
