Year,Month,mean,max
2017,12,197.14148887958157,432.25
2018,1,228.96457357620733,584.0
2018,2,198.84946515620544,481.0
2018,3,179.88467700107964,491.5
2018,4,133.3494820993139,307.25
2018,5,153.712367701423,364.25
2018,6,140.43805091541125,342.75
2018,7,151.33895833019145,361.5
2018,8,143.37573573580053,308.25
2018,9,120.74432020562003,273.75
2018,10,149.53743411830328,383.0
2018,11,147.62882924531309,328.0
2018,12,163.3958194946885,375.25
2019,1,170.42390199370544,430.5
2019,2,134.9397120618069,321.75
2019,3,138.862525785508,333.75
2019,4,133.42693523096136,319.5
2019,5,129.76442467444045,292.0
2019,6,150.9230479722328,332.0
2019,7,186.58834991926727,423.0
2019,8,138.02677347053879,324.25
2019,9,142.6482372616334,306.5
2019,10,159.87728532504514,430.75
2019,11,173.50415433529446,374.0
2019,12,205.87249158286016,449.5
2020,1,191.1932128269761,384.25
2020,2,163.49858122006424,467.25
2020,3,198.0671013353901,459.0
2020,4,166.96157808624645,378.0
2020,5,204.91671259237958,590.25
2020,6,128.20807748259293,321.25
2020,7,148.0083069866272,302.25
2020,8,136.5923565423197,266.75
