publisher_id,Date,PGDR
-1606173463,2019-04-07,-19.95261256916861
-1606173463,2019-07-08,11.76663259301212
-1606173463,2019-11-10,-68.73061727323302
-1606173463,2019-12-02,-42.76755014752887
-1606173463,2020-01-01,-31.118246123136757
-1606173463,2020-01-26,-31.118246123136757
-1606173463,2020-05-18,-24.70027540103963
-1606173463,2020-07-08,-26.01090170053797
-2110134855,2019-07-08,0.1360423881018692
-2110134855,2019-12-02,17.791807487486434
-2110134855,2020-01-01,1.0078566106007287
-2110134855,2020-07-08,-12.795326196414193
-2087993330,2019-04-13,-8.765306355303789
-2087993330,2019-06-16,116.9676501816877
-2087993330,2019-07-08,-15.946391953480934
-2087993330,2019-09-08,-34.50382938578276
-2087993330,2019-10-31,-0.281728810481653
-2087993330,2019-11-11,251.8620154871649
-2087993330,2019-12-02,380.4526699258393
-2087993330,2019-12-13,380.4526699258393
-2087993330,2020-01-01,1.6281890923735405
-2087993330,2020-01-26,1.6281890923735405
-2087993330,2020-04-05,-0.0969536900897774
-2087993330,2020-05-31,-43.19765919188863
-2087993330,2020-07-08,-26.16644871670891
-1396501487,2019-04-09,51.11470736267347
-1396501487,2019-05-27,48.08054042282295
-1396501487,2019-07-08,-18.97756061442762
-1396501487,2019-09-24,12.923718917712726
-1396501487,2019-10-31,2.2611117089799664
-1396501487,2019-12-02,1.356097723513575
-1396501487,2020-01-01,2.2402252685864283
-1396501487,2020-01-26,2.2402252685864283
-1396501487,2020-03-16,64.22768208841097
-1396501487,2020-04-23,18.75374132397196
-1396501487,2020-07-08,-7.384950659480209
-1396501487,2020-08-06,-8.493624349014745
-1113012495,2019-06-02,21.689712306444275
-1113012495,2019-07-08,-1.2276678048939142
-1113012495,2019-09-19,8.519834095837755
-1113012495,2019-10-20,0.5454130295478281
-1113012495,2019-12-02,20.61366642890365
-1113012495,2019-12-12,20.61366642890365
-1113012495,2020-01-01,26.406756320368817
-1113012495,2020-01-26,26.406756320368817
-1113012495,2020-05-17,34.011182731655545
-1113012495,2020-06-11,13.30457736186598
-1113012495,2020-07-08,-26.209892086732506
-950390578,2019-06-16,26.58181295588092
-950390578,2019-07-08,7.673529969437458
-950390578,2019-07-29,5.726514902565267
-950390578,2019-12-02,101.3419827869446
-950390578,2020-01-01,22.564223721709254
-950390578,2020-01-26,22.564223721709254
-950390578,2020-07-08,21.33953152110685
-950390578,2020-08-10,5.482074318545101
-950390578,2019-04-07,63.18811786078329
-950390578,2019-06-16,-35.537682722925155
-950390578,2019-07-08,-50.08042932533253
-950390578,2019-07-29,-50.08042932533253
-950390578,2019-09-02,-32.05619092845306
-950390578,2019-10-07,-6.477016854918782
-950390578,2019-12-02,67.31749487961432
-950390578,2020-01-01,43.54741487022469
-950390578,2020-01-26,43.54741487022469
-950390578,2020-04-14,97.90900133343172
-950390578,2020-07-08,3.2909228764798915
-950390578,2020-08-12,12.656561341113555
-23583149,2019-05-09,118.02341904908704
-23583149,2019-06-09,38.75829669802398
-23583149,2019-07-08,-73.22134949403336
-23583149,2019-09-05,-14.447293777476435
-23583149,2019-09-19,-14.447293777476435
-23583149,2019-10-31,2.207581411378507
-23583149,2019-11-11,91.76332382493568
-23583149,2019-11-24,91.76332382493568
-23583149,2019-12-02,69.49158250732003
-23583149,2020-01-01,18.883464293793757
-23583149,2020-01-26,16.99511786441438
-23583149,2020-03-01,102.51912797036786
-23583149,2020-03-29,102.51912797036786
-23583149,2020-05-18,-33.56740826325369
-23583149,2020-06-14,0.5660269226781875
-23583149,2020-07-08,-20.5520028688884
-23583149,2020-07-26,-20.5520028688884
-1113012495,2019-06-06,36.537659594953446
-1113012495,2019-07-08,-2.638664589919605
-1113012495,2019-10-20,8.079179605590218
-1113012495,2019-12-02,22.46063167611989
-1113012495,2020-01-01,39.44517100298573
-1113012495,2020-01-26,35.85924636635066
-1113012495,2020-03-01,-1.4669910340436458
-1113012495,2020-04-02,-9.57820733941516
-1113012495,2020-05-17,3.593067069324272
-1113012495,2020-06-05,14.024819906821657
-1113012495,2020-07-08,11.18419443889964
532134693,2019-07-08,-8.946913294168558
532134693,2019-10-31,276.6561991847058
532134693,2019-12-02,-21.80008207823149
532134693,2020-01-01,4.966330845715796
532134693,2020-01-26,4.966330845715796
532134693,2020-03-22,12.117224866767476
532134693,2020-07-08,69.97242074431837
-1113012495,2019-05-12,105.23640160917353
-1113012495,2019-06-06,-10.735932367765296
-1113012495,2019-07-08,-53.64460151605508
-1113012495,2019-07-21,-53.64460151605508
-1113012495,2019-10-24,24.176449562052085
-1113012495,2019-12-02,12.25032074747537
-1113012495,2020-01-01,5.569436254233967
-1113012495,2020-01-26,5.569436254233967
-1113012495,2020-03-19,117.1083582949704
-1113012495,2020-05-17,-43.06294535274949
-1113012495,2020-07-08,-9.307985162554669
-2110134855,2019-05-19,37.86480611411982
-2110134855,2019-05-27,37.86480611411982
-2110134855,2019-07-08,-14.145134793872122
-2110134855,2019-10-31,33.06647985340527
-2110134855,2019-12-02,33.9246430661326
-2110134855,2020-01-01,17.529717551879905
-2110134855,2020-07-08,17.620940428381218
1417143641,2019-05-19,-117.97538407597308
1417143641,2019-07-08,-15.042298571198156
1417143641,2019-10-20,-28.95192679221237
1417143641,2019-12-02,71.79992804272705
1417143641,2020-01-01,-26.466966301111142
1417143641,2020-01-26,-26.466966301111142
1417143641,2020-04-22,108.89623121271347
1417143641,2020-05-31,46.13814609555891
1417143641,2020-07-08,-46.54741806538641
-1186516368,2019-05-19,-117.97538407597308
-1186516368,2019-07-08,-15.042298571198156
-1186516368,2019-10-20,-28.95192679221237
-1186516368,2019-12-02,71.79992804272705
-1186516368,2020-01-01,-26.466966301111142
-1186516368,2020-01-26,-26.466966301111142
-1186516368,2020-04-22,108.89623121271347
-1186516368,2020-05-31,46.13814609555891
-1186516368,2020-07-08,-46.54741806538641
-1251139035,2019-06-07,19.852732428458594
-1251139035,2019-07-08,-15.950067402012849
-1244068221,2019-05-27,-17.375288321600117
-1244068221,2019-07-08,37.570205659012096
-1244068221,2019-09-29,-45.08788659996839
-1244068221,2019-10-31,-16.14523173461825
-1244068221,2019-12-02,77.47854923867024
-1244068221,2020-01-01,64.40994114797287
-1244068221,2020-02-02,114.70047030833332
-1244068221,2020-03-01,54.210282798912736
-1244068221,2020-04-21,-34.05461923715569
-1244068221,2020-07-08,-45.111772946125065
-1113012495,2019-05-23,0.4000131167645442
-1113012495,2019-07-08,-20.11268172053933
-1113012495,2019-10-20,25.727093426690715
-1113012495,2019-11-10,19.62358667127679
-1113012495,2019-12-02,13.445399483377598
-1113012495,2020-01-01,5.605480377098094
-1113012495,2020-01-26,5.605480377098094
-1113012495,2020-04-02,-14.240199133112707
-1113012495,2020-05-17,-52.67038508158112
-1113012495,2020-07-08,11.163669158946108
1417143641,2019-07-08,5.489011626811227
1417143641,2019-09-29,5.839818322726664
1417143641,2019-12-02,16.536019452929477
1417143641,2020-01-01,7.742396998168817
1417143641,2020-01-26,7.742396998168817
1417143641,2020-05-03,-34.631927649063954
1417143641,2020-07-08,-8.27866120210709
-1892265282,2020-07-08,107.54533389642272
-1892265282,2020-08-12,37.250849636837714
-1743698508,2019-07-08,-49.23234499818759
-1743698508,2019-11-11,848.3025281456736
-1743698508,2019-12-02,1236.202598735281
-1743698508,2020-01-01,-4.4931472389819405
-1743698508,2020-01-26,-5.446239077553867
-1743698508,2020-07-08,24.657704195531267
-1743698508,2020-08-12,-81.86713778260827
-2080260409,2019-05-26,-14.566634766374593
-2080260409,2019-07-08,-16.00969802766419
-2080260409,2019-08-12,-61.11353434674134
-2080260409,2019-10-20,24.170015030487995
-2080260409,2019-11-11,114.64658526234513
-2080260409,2019-12-02,214.27731610014837
-2080260409,2020-01-01,14.607213085998689
-2080260409,2020-01-19,14.607213085998689
-2080260409,2020-01-26,14.607213085998689
-2080260409,2020-03-25,16.083226228171533
-2080260409,2020-05-03,-25.322315169199797
-2080260409,2020-07-08,77.7339250649836
-2080260409,2020-07-26,77.7339250649836
-686631345,2019-05-09,81.35260904628745
-686631345,2019-05-27,81.35260904628745
-686631345,2019-06-09,-48.86859929419703
-686631345,2019-07-08,-24.763415304172188
-686631345,2019-10-31,41.75116184348276
-686631345,2019-11-11,85.7659453491077
-686631345,2019-12-02,51.38930306740175
-686631345,2019-12-15,51.38930306740175
-686631345,2020-01-01,29.294070024226524
-686631345,2020-01-26,29.294070024226524
-686631345,2020-07-08,-26.8124362108221
-1378653689,2019-05-16,-6.690905614613117
-1378653689,2019-07-08,6.471689475749483
-1378653689,2019-09-15,-9.101334922636417
-1378653689,2019-12-02,-20.03646974860115
-1378653689,2020-01-01,-57.011412109383336
-1378653689,2020-07-08,9.47151516874242
-1378653689,2020-08-02,9.070725380607238
-12454423,2019-04-09,49.81304389419972
-12454423,2019-05-19,36.702802955879946
-12454423,2019-06-16,61.871037034630206
-12454423,2019-07-08,-83.76930780625474
-12454423,2019-08-26,-60.02840263006704
-12454423,2019-10-06,-80.7636803741748
-12454423,2019-11-11,-55.66519198510283
-12454423,2019-12-02,4.45913236720926
-12454423,2020-01-01,-1.4818923769940444
-12454423,2020-01-26,-1.4818923769940444
-12454423,2020-03-09,51.53666578548649
-12454423,2020-05-06,-27.485227668315733
-12454423,2020-07-08,-35.49207433753069
-12454423,2020-08-12,-7.2980824488741085
802383246,2019-04-09,49.81304389419972
802383246,2019-05-19,36.702802955879946
802383246,2019-06-16,61.871037034630206
802383246,2019-07-08,-83.76930780625474
802383246,2019-08-26,-60.02840263006704
802383246,2019-10-06,-80.7636803741748
802383246,2019-11-11,-55.66519198510283
802383246,2019-12-02,4.45913236720926
802383246,2020-01-01,-1.4818923769940444
802383246,2020-01-26,-1.4818923769940444
802383246,2020-03-09,51.53666578548649
802383246,2020-05-06,-27.485227668315733
802383246,2020-07-08,-35.49207433753069
802383246,2020-08-12,-7.2980824488741085
551950037,2019-07-08,2.825164225539462
551950037,2019-10-13,-2.5546974673255334
551950037,2019-10-31,-3.193371834156917
551950037,2019-11-11,-15.476699481292291
551950037,2019-12-02,41.28314926526675
551950037,2020-01-01,41.129347857870336
551950037,2020-01-26,51.411684822337925
551950037,2020-03-01,38.97195849683041
551950037,2020-07-08,0.5610302263092308
853677262,2019-05-05,23.39549499447784
853677262,2019-06-16,13.436601251428462
853677262,2019-07-08,-26.233295944817325
853677262,2019-09-08,-20.90492236778241
853677262,2019-10-31,-7.713827398219667
853677262,2019-12-02,77.03667333601975
853677262,2020-01-01,29.723036791871746
853677262,2020-01-26,29.723036791871746
853677262,2020-04-19,84.75910176760519
853677262,2020-05-05,-21.237354337695105
853677262,2020-07-08,-4.61020591641237
-1127678441,2019-05-05,23.39549499447784
-1127678441,2019-06-16,13.436601251428462
-1127678441,2019-07-08,-26.233295944817325
-1127678441,2019-09-08,-20.90492236778241
-1127678441,2019-10-31,-7.713827398219667
-1127678441,2019-12-02,77.03667333601975
-1127678441,2020-01-01,29.723036791871746
-1127678441,2020-01-26,29.723036791871746
-1127678441,2020-04-19,84.75910176760519
-1127678441,2020-05-05,-21.237354337695105
-1127678441,2020-07-08,-4.61020591641237
-12454423,2019-06-02,27.129380449392286
-12454423,2019-07-08,17.718181780182146
-12454423,2019-08-12,-36.82374941595152
-12454423,2019-10-31,51.75484444866598
-12454423,2019-11-15,71.89969541518464
-12454423,2019-12-02,2.5253379912029303
-12454423,2020-01-01,-18.47805438958189
-12454423,2020-01-26,-18.47805438958189
-12454423,2020-02-27,12.149186137632569
-12454423,2020-03-15,85.78809403947473
-12454423,2020-05-06,-61.50965944989154
-12454423,2020-07-08,-23.464109697080985
-1186516368,2019-06-02,27.129380449392286
-1186516368,2019-07-08,17.718181780182146
-1186516368,2019-08-12,-36.82374941595152
-1186516368,2019-10-31,51.75484444866598
-1186516368,2019-11-15,71.89969541518464
-1186516368,2019-12-02,2.5253379912029303
-1186516368,2020-01-01,-18.47805438958189
-1186516368,2020-01-26,-18.47805438958189
-1186516368,2020-02-27,12.149186137632569
-1186516368,2020-03-15,85.78809403947473
-1186516368,2020-05-06,-61.50965944989154
-1186516368,2020-07-08,-23.464109697080985
424105505,2019-05-02,272.06849688305874
424105505,2019-07-08,-90.9796909419927
424105505,2019-09-29,170.10406759234678
424105505,2019-10-20,23.804224478378853
424105505,2019-12-02,29.73530986123582
424105505,2020-01-01,47.73335554483409
424105505,2020-01-26,47.73335554483409
424105505,2020-02-06,-41.72071596327601
424105505,2020-05-17,16.292306406667052
424105505,2020-07-08,-29.27674087092791
-2110134855,2019-07-08,0.5674564360067594
-2110134855,2019-12-02,19.81651042963201
-2110134855,2020-01-01,-4.599128634046893
-2110134855,2020-07-08,-14.099605512500949
-1113012495,2019-06-02,-28.29202023895154
-1113012495,2019-07-08,-1.9961158889289363
-2025075935,2019-05-17,22.992375965545502
-2025075935,2019-07-08,-9.931858835055632
-2025075935,2019-08-24,-35.35270016720627
-2025075935,2019-10-31,167.023063966134
-2025075935,2019-11-10,213.1113435178829
-2025075935,2019-12-02,-8.165831658454278
-2025075935,2020-01-01,-45.98455197733006
-2025075935,2020-01-26,-45.98455197733006
-2025075935,2020-03-29,33.88961736351797
-2025075935,2020-07-08,201.8385719632661
-2025075935,2020-08-06,61.42629409135016
1943235643,2019-05-19,-12.87251149463224
1943235643,2019-06-23,-12.420461891875624
1943235643,2019-07-08,-73.17620723324313
1943235643,2019-09-01,-15.157446751631037
1943235643,2019-10-31,16.20323001007401
1943235643,2019-12-02,-32.616344614677324
1943235643,2020-01-01,496.3929229219676
1943235643,2020-01-26,413.6607691016396
1943235643,2020-03-01,-5.300177596056191
1943235643,2020-07-08,89.24857897231126
678011284,2019-07-08,-29.765680596623543
678011284,2019-09-15,-6.591339142772937
678011284,2019-10-31,-15.086039562251772
678011284,2019-11-11,178.54313454907398
678011284,2019-12-02,142.39639786352558
678011284,2020-01-01,12.794684029751092
678011284,2020-01-26,12.794684029751092
678011284,2020-03-08,29.58722228127217
678011284,2020-07-08,-15.41269446641658
1160059440,2019-05-12,-13.786387157884752
1160059440,2019-07-08,-33.92232065033223
1160059440,2019-10-31,66.55693216712625
1160059440,2019-11-24,60.23317824065428
1160059440,2019-12-02,19.87028829498095
1160059440,2020-01-01,32.87383678293412
1160059440,2020-01-26,38.67510209756956
1160059440,2020-07-08,-1.9082174832381067
-482308940,2019-05-05,6.311736031104083
-482308940,2019-07-08,-58.16399837148509
-482308940,2019-09-14,-0.2179327288830906
-482308940,2019-11-11,103.77562218747046
-482308940,2020-01-01,20.248190669642323
-482308940,2020-01-26,20.248190669642323
-482308940,2020-03-08,78.94688491327466
-482308940,2020-07-08,35.38687871275464
-122158537,2019-05-19,-67.81115162310421
-122158537,2019-05-27,-67.81115162310421
-122158537,2019-07-08,-33.54138252107723
-122158537,2019-10-06,85.22257989486766
-122158537,2019-10-31,85.22257989486766
-122158537,2019-12-02,10.45830765188916
-122158537,2020-01-01,25.45737252162978
-122158537,2020-01-26,29.09414002471975
-122158537,2020-02-21,54.67791009957457
-122158537,2020-04-11,-31.04540001930991
-122158537,2020-07-08,-2.314865531468363
-156903192,2019-05-26,-22.45544376539975
-156903192,2019-07-08,-78.21503772623323
-156903192,2019-09-01,-9.433401097518706
-156903192,2019-10-31,12.534908632298295
-156903192,2019-12-02,-27.287868228525024
-156903192,2020-01-01,16.198518536572234
-156903192,2020-01-26,10.799012357714822
-156903192,2020-03-01,35.3708137493018
-156903192,2020-07-08,98.80406849698272
1417143641,2019-05-08,-1.077210099742895
1417143641,2019-07-28,-1.4310179874290307
1417143641,2019-09-22,-8.496451466478836
1417143641,2019-11-23,49.3095143170078
1417143641,2019-12-02,-26.1310777386437
1417143641,2020-01-01,-9.237429585745897
1417143641,2020-01-26,-9.237429585745897
1417143641,2020-04-23,-3.4532779075633147
1417143641,2020-07-08,0.41673402274671
-1186516368,2019-05-08,-1.077210099742895
-1186516368,2019-07-28,-1.4310179874290307
-1186516368,2019-09-22,-8.496451466478836
-1186516368,2019-11-23,49.3095143170078
-1186516368,2019-12-02,-26.1310777386437
-1186516368,2020-01-01,-9.237429585745897
-1186516368,2020-01-26,-9.237429585745897
-1186516368,2020-04-23,-3.4532779075633147
-1186516368,2020-07-08,0.41673402274671
473715958,2019-04-07,28.06958121635837
473715958,2019-04-21,28.06958121635837
473715958,2019-07-08,34.33274552111078
473715958,2019-07-21,32.043895819703394
473715958,2019-08-29,1.48391076083935
473715958,2019-09-22,-16.418523598318025
473715958,2019-10-31,-30.25242337574276
473715958,2019-11-11,62.38325137781042
473715958,2019-12-02,79.14083876336971
473715958,2020-01-01,-19.43280961095451
473715958,2020-01-26,-22.2089252696623
473715958,2020-04-02,83.61176450041474
473715958,2020-04-13,83.61176450041474
473715958,2020-05-24,30.199186836067668
473715958,2020-06-14,22.65339197614332
473715958,2020-07-08,-60.84955795947156
1417143641,2019-05-19,2.9504615895575874
1417143641,2019-07-08,-31.87440792404986
1417143641,2019-10-20,-12.18132970898815
1417143641,2019-12-02,25.761526027285477
1417143641,2020-01-01,-22.474879004868708
1417143641,2020-01-26,-22.474879004868708
1417143641,2020-04-22,21.3577111750914
1417143641,2020-05-31,-33.450341622403904
1417143641,2020-07-08,-37.92320867156308
-1186516368,2019-05-19,2.9504615895575874
-1186516368,2019-07-08,-31.87440792404986
-1186516368,2019-10-20,-12.18132970898815
-1186516368,2019-12-02,25.761526027285477
-1186516368,2020-01-01,-22.474879004868708
-1186516368,2020-01-26,-22.474879004868708
-1186516368,2020-04-22,21.3577111750914
-1186516368,2020-05-31,-33.450341622403904
-1186516368,2020-07-08,-37.92320867156308
-950390578,2019-05-19,74.80831769669213
-950390578,2019-07-08,12.217480691913009
-950390578,2019-07-29,10.914282751442286
-950390578,2019-10-28,49.14913994504168
-950390578,2019-12-02,-24.991353949345527
-950390578,2020-01-01,-7.222580452273543
-950390578,2020-01-26,-7.222580452273543
-950390578,2020-07-08,11.12298040755637
-950390578,2020-08-10,1.599268567619997
1932581155,2019-07-08,50.94360865331471
1932581155,2019-07-21,50.94360865331471
1932581155,2019-09-08,-20.63852629613793
1932581155,2019-11-03,39.08370242372817
1932581155,2019-11-12,39.08370242372817
1932581155,2019-12-02,190.00220213369255
1932581155,2020-01-01,77.58986741892211
1932581155,2020-01-17,77.58986741892211
1932581155,2020-01-26,77.58986741892211
1932581155,2020-04-09,1.684687336977063
1932581155,2020-07-08,-35.75743700014266
1417143641,2019-07-08,-2.8471606974444
1417143641,2019-09-29,1.921911183717284
1417143641,2019-12-02,62.49246601749642
1417143641,2020-01-01,-6.001111645328415
1417143641,2020-01-26,-6.001111645328415
1417143641,2020-05-03,-36.20335225755652
1417143641,2020-07-08,-7.504627564567326
1799739398,2019-05-19,-60.15793046466553
1799739398,2019-07-08,41.40530848355341
-289538746,2019-04-07,-144.0065749731404
-289538746,2019-06-07,146.92324909602814
-289538746,2019-07-08,4.494672441867245
-289538746,2019-12-02,221.06669435644127
-289538746,2020-01-01,40.27885533734924
-289538746,2020-01-26,46.99199789357411
-289538746,2020-04-13,-31.864927562726173
-289538746,2020-07-08,31.22884445953859
-966027248,2019-07-08,-9.0624200592411
-966027248,2019-10-31,25.660285411956064
-966027248,2019-12-02,45.45800786977315
-966027248,2020-01-01,8.316027993729387
-966027248,2020-01-26,8.316027993729387
-966027248,2020-07-08,9.303962723593903
-527831000,2019-07-08,-80.21537878780967
-527831000,2019-07-21,-85.07691689616176
-527831000,2019-11-11,196.93860431735365
-527831000,2019-12-02,150.8450557191318
-527831000,2020-01-01,-4.488242890591627
-527831000,2020-01-26,-5.984323854122169
-527831000,2020-06-07,-37.58329813461
-527831000,2020-07-08,-80.48035594127043
494152640,2019-07-08,-14.206031667964446
494152640,2019-09-22,30.63622158224045
494152640,2019-12-02,4.335361046153443
494152640,2020-01-01,-1.642876847740202
494152640,2020-01-26,-1.642876847740202
494152640,2020-02-23,17.71476099185416
494152640,2020-06-14,-16.249201923263023
494152640,2020-07-08,-14.9361190642302
-2080260409,2019-05-05,24.674929558448653
-2080260409,2019-07-08,-33.6713112150145
-2080260409,2019-12-02,27.89617916090827
-2080260409,2020-01-01,46.714798909242894
-2080260409,2020-01-26,46.714798909242894
-2080260409,2020-03-01,12.850692729631431
-2080260409,2020-03-25,12.850692729631431
-2080260409,2020-07-08,13.86508698626712
-23583149,2019-05-09,86.30423949961823
-23583149,2019-06-09,-15.691916819595711
-23583149,2019-07-08,-55.3578351663045
-23583149,2019-10-31,32.43699488553103
-23583149,2019-11-11,64.31742039195069
-23583149,2019-11-24,64.31742039195069
-23583149,2019-12-02,17.317777058091558
-23583149,2020-01-01,-6.5768905337036445
-23583149,2020-01-26,-6.5768905337036445
-23583149,2020-03-01,83.19403247189082
-23583149,2020-07-08,-1.7749253780563083
866683155,2019-06-05,37.39608121123811
866683155,2019-07-08,2.9593929246887165
866683155,2019-07-23,2.9593929246887165
866683155,2019-09-01,-32.66834333010381
866683155,2019-10-31,-32.89263000399664
866683155,2019-11-11,-12.875689373756432
866683155,2019-12-02,10.059064554526962
866683155,2020-01-01,33.62572981505795
866683155,2020-01-19,33.62572981505795
866683155,2020-01-26,33.62572981505795
866683155,2020-03-30,13.778863887535678
866683155,2020-05-24,37.11963403964834
866683155,2020-07-08,-34.4682310182629
1417143641,2019-07-08,0.92068591041286
1417143641,2019-09-29,0.4492926371200312
1417143641,2019-11-26,2.94897757237641
1417143641,2019-12-02,4.684286806248051
1417143641,2020-01-01,5.058930796943167
