pid,Year,Month,mean,max
-1007691307,2018,3,28.010706278026905,71.5
-1007691307,2018,4,23.89965542885822,58.0
-1007691307,2018,5,22.852188643312857,69.0
-1007691307,2018,6,43.47545749846748,180.5
-1007691307,2018,7,47.76174399683597,153.0
-1007691307,2018,8,26.51645017854092,59.5
-1007691307,2018,9,22.546115532905997,55.5
-1007691307,2018,10,29.25994848551785,215.0
-1007691307,2018,11,102.8903818759765,259.5
-1007691307,2018,12,69.92277351094248,189.5
-1007691307,2019,1,57.93613695881108,188.0
-1007691307,2019,2,34.08158066981992,81.5
-1007691307,2019,3,27.28889782213573,66.5
-1007691307,2019,4,22.97395467411832,62.0
-1007691307,2019,5,24.41302955200648,64.5
-1007691307,2019,6,43.19120889294236,303.0
-1007691307,2019,7,70.60331079174883,201.5
-1007691307,2019,8,30.854267656155464,96.0
-1007691307,2019,9,22.8060351497728,55.5
-1007691307,2019,10,34.14946534780715,116.0
-1007691307,2019,11,41.94030441141975,142.0
-1007691307,2019,12,58.61488373638285,154.0
-1007691307,2020,1,53.08634344026638,168.0
-1007691307,2020,2,36.9248329660128,82.5
-1007691307,2020,3,44.13959993853853,155.5
-1007691307,2020,4,55.71672353503234,122.0
-1007691307,2020,5,41.01211375380237,94.5
-1007691307,2020,6,45.51550192587016,185.0
-1007691307,2020,7,65.10204199096735,173.5
-1007691307,2020,8,35.37410065372636,69.5
-1008919781,2017,12,1466.579861111111,4438.0
-1008919781,2018,1,1501.3738240827845,4060.0
-1008919781,2018,2,1291.6913480885312,2294.0
-1008919781,2018,3,1271.4954591321898,3833.0
-1008919781,2018,4,1145.69684627022,3196.0
-1008919781,2018,5,1011.8650953984288,2774.0
-1008919781,2018,6,1099.4038305281483,2921.0
-1008919781,2018,7,1077.5354685914062,2504.0
-1008919781,2018,8,1143.499831214133,2593.0
-1008919781,2018,9,906.615107495642,2265.0
-1008919781,2018,10,825.728,1740.0
-1008919781,2018,11,808.8919358587033,1519.0
-1008919781,2018,12,839.6201167489896,1599.0
-1008919781,2019,1,943.2980169971672,1798.0
-1008919781,2019,2,865.1318080079582,1599.0
-1008919781,2019,3,711.4317351598173,1492.0
-1008919781,2019,4,680.4734607218684,1583.0
-1008919781,2019,5,631.5600320476136,1107.0
-1008919781,2019,6,637.0039304430682,1152.0
-1008919781,2019,7,697.0106663608212,1419.0
-1008919781,2019,8,617.5979206690022,961.0
-1008919781,2019,9,543.591324736225,1111.0
-1008919781,2019,10,511.2931640403583,1055.0
-1008919781,2019,11,520.0940885539331,916.0
-1008919781,2019,12,546.8867390812401,987.0
-1008919781,2020,1,639.6178539019963,1248.0
-1008919781,2020,2,694.8940961655509,1296.0
-1008919781,2020,3,873.0017101812792,1443.0
-1008919781,2020,4,827.9682343234324,1350.0
-1008919781,2020,5,683.0087679856115,1106.0
-1008919781,2020,6,609.7716868177016,946.0
-1008919781,2020,7,580.139385757678,1167.0
-1008919781,2020,8,549.1716287215412,1001.0
-1016309911,2017,12,138.4976851851852,276.0
-1016309911,2018,1,131.13241379310344,285.0
-1016309911,2018,2,119.91353996737357,247.0
-1016309911,2018,3,114.0524193548387,253.0
-1016309911,2018,4,108.38718662952648,254.0
-1016309911,2018,5,91.36155913978494,198.0
-1016309911,2018,6,90.41527777777776,206.0
-1016309911,2018,7,86.01759133964818,175.0
-1016309911,2018,8,80.2280701754386,172.0
-1016309911,2018,9,73.2715877437326,173.0
-1016309911,2018,10,49.07848443843031,164.0
-1016309911,2018,11,63.68111888111888,157.0
-1016309911,2018,12,64.16981132075472,150.0
-1016309911,2019,1,65.00542005420054,154.0
-1016309911,2019,2,56.66119402985075,149.0
-1016309911,2019,3,57.8686730506156,138.0
-1016309911,2019,4,55.96879432624114,147.0
-1016309911,2019,5,52.15977961432507,152.0
-1016309911,2019,6,50.8323782234957,133.0
-1016309911,2019,7,48.47058823529412,136.0
-1016309911,2019,8,48.57104194857916,128.0
-1016309911,2019,9,45.63853727144866,120.0
-1016309911,2019,10,45.16010854816825,135.0
-1016309911,2019,11,50.931082981715896,130.0
-1016309911,2019,12,50.62143826322931,139.0
-1016309911,2020,1,54.87721691678036,160.0
-1016309911,2020,2,44.48908296943232,145.0
-1016309911,2020,3,38.01362397820164,151.0
-1016309911,2020,4,36.83469721767594,137.0
-1016309911,2020,5,4.9141689373297,158.0
-1016309911,2020,6,1.2696629213483146,5.0
-1016309911,2020,7,1.2473118279569892,5.0
-1016309911,2020,8,0.7013888888888888,4.0
-1021505520,2017,12,20.296217676572752,212.0
-1021505520,2018,1,41.21254560433094,1362.0
-1021505520,2018,2,51.15603598764604,685.0
-1021505520,2018,3,37.16317382046397,706.0
-1021505520,2018,4,5.853341080766996,205.0
-1021505520,2018,5,5.119084996636017,125.0
-1021505520,2018,6,4.4467887781126825,92.0
-1021505520,2018,7,6.664340387212967,183.0
-1021505520,2018,8,44.24913028840759,654.0
-1021505520,2018,9,24.028776978417262,2076.0
-1021505520,2018,10,0.4322290847838293,4.0
-1021505520,2018,11,1.7189057609829606,59.0
-1021505520,2018,12,0.4290680722215992,11.0
-1021505520,2019,1,0.8770186335403727,53.0
-1021505520,2019,2,1.2720725195579288,28.0
-1021505520,2019,3,3.440816326530612,223.0
-1021505520,2019,4,0.2460243217960711,15.0
-1021505520,2019,5,0.1702032109576737,4.0
-1021505520,2019,6,0.777530719719134,44.0
-1021505520,2019,7,1.0356219799977526,49.0
-1021505520,2019,8,0.1437394722066255,3.0
-1021505520,2019,9,0.1853629976580796,3.0
-1021505520,2019,10,0.0978665763630206,10.0
-1021505520,2019,11,0.0705675833820947,2.0
-1021505520,2019,12,0.1250420922662476,3.0
-1021505520,2020,1,0.0927115016334347,2.0
-1021505520,2020,2,0.0775137988960883,3.0
-1021505520,2020,3,0.4776420486383503,44.0
-1021505520,2020,4,1.1612379738031762,159.0
-1021505520,2020,5,0.2137652729514628,3.0
-1021505520,2020,6,1.5147590712868977,200.0
-1021505520,2020,7,0.5010660980810234,11.0
-1021505520,2020,8,0.3968023255813953,4.0
-1029466100,2017,12,91.65046296296296,222.0
-1029466100,2018,1,72.15625,207.0
-1029466100,2018,2,55.92937399678973,142.0
-1029466100,2018,3,59.27016129032258,168.0
-1029466100,2018,4,60.54178272980501,148.0
-1029466100,2018,5,55.54777927321669,133.0
-1029466100,2018,6,58.24128312412832,135.0
-1029466100,2018,7,57.1568894952251,121.0
-1029466100,2018,8,58.89159891598916,122.0
-1029466100,2018,9,53.38268156424581,120.0
-1029466100,2018,10,50.18157181571816,118.0
-1029466100,2018,11,59.07614942528736,155.0
-1029466100,2018,12,78.64594594594594,187.0
-1029466100,2019,1,62.92994505494506,161.0
-1029466100,2019,2,50.08500772797528,115.0
-1029466100,2019,3,50.82627737226277,117.0
-1029466100,2019,4,45.91867469879518,107.0
-1029466100,2019,5,42.44491525423729,103.0
-1029466100,2019,6,41.11937984496124,94.0
-1029466100,2019,7,88.32330827067669,2680.0
-1029466100,2019,8,42.83519553072626,95.0
-1029466100,2019,9,37.51739788199698,94.0
-1029466100,2019,10,33.25774647887324,87.0
-1029466100,2019,11,34.65557163531114,107.0
-1029466100,2019,12,44.30635838150289,115.0
-1029466100,2020,1,34.72546012269939,105.0
-1029466100,2020,2,38.59380097879282,123.0
-1029466100,2020,3,31.2621776504298,109.0
-1029466100,2020,4,18.419795221843003,42.0
-1029466100,2020,5,15.316083916083915,41.0
-1029466100,2020,6,17.002877697841726,52.0
-1029466100,2020,7,22.2054794520548,57.0
-1029466100,2020,8,19.78368794326241,46.0
-1043392663,2017,12,47.70381118204682,95.0
-1043392663,2018,1,78.32267332916926,210.0
-1043392663,2018,2,52.53153638814016,125.0
-1043392663,2018,3,57.79894595200717,180.0
-1043392663,2018,4,32.25619546247818,75.0
-1043392663,2018,5,36.18904355635384,107.0
-1043392663,2018,6,45.02054794520548,113.0
-1043392663,2018,7,38.85122941574554,99.0
-1043392663,2018,8,47.57065706570657,177.0
-1043392663,2018,9,31.668099442379184,93.0
-1043392663,2018,10,29.974645030425965,71.0
-1043392663,2018,11,28.376887340301973,66.0
-1043392663,2018,12,32.62408800089797,95.0
-1043392663,2019,1,39.51415628539071,83.0
-1043392663,2019,2,83.63828464885022,269.0
-1043392663,2019,3,35.49600912200684,80.0
-1043392663,2019,4,28.94861520329994,65.0
-1043392663,2019,5,47.92057679102769,100.0
-1043392663,2019,6,32.00450878025629,81.0
-1043392663,2019,7,39.833066361556064,127.0
-1043392663,2019,8,40.264536524782656,203.0
-1043392663,2019,9,41.167799390672606,166.0
-1043392663,2019,10,24.33952645292852,58.0
-1043392663,2019,11,35.99046161092793,104.0
-1043392663,2019,12,47.55033329567281,118.0
-1043392663,2020,1,56.93393019038984,154.0
-1043392663,2020,2,40.75460941290636,89.0
-1043392663,2020,3,34.64974446337308,78.0
-1043392663,2020,4,31.819488162036404,105.0
-1043392663,2020,5,23.60436102056873,59.0
-1043392663,2020,6,26.784952537208486,78.0
-1043392663,2020,7,34.523225733888204,78.0
-1043392663,2020,8,30.340531076743503,61.0
-1045055351,2017,12,666.0489893335008,1305.3333333333333
-1045055351,2018,1,639.584512482482,1379.3333333333333
-1045055351,2018,2,598.1656460179867,1354.0
-1045055351,2018,3,527.5288525334116,1189.6666666666667
-1045055351,2018,4,477.8693380345563,974.6666666666666
-1045055351,2018,5,584.3897840400012,1218.3333333333333
-1045055351,2018,6,577.4747883650089,1340.0
-1045055351,2018,7,556.16687167167,1106.0
-1045055351,2018,8,557.1528938152109,1375.0
-1045055351,2018,9,595.0785172315836,1338.0
-1045055351,2018,10,585.2152556399316,1392.0
-1045055351,2018,11,532.635459719474,1169.6666666666667
-1045055351,2018,12,680.6177489841754,1590.6666666666667
-1045055351,2019,1,710.8129534802957,1519.3333333333333
-1045055351,2019,2,604.3922516897175,1325.0
-1045055351,2019,3,535.655791645128,1194.3333333333333
-1045055351,2019,4,511.57467775379376,1568.6666666666667
-1045055351,2019,5,551.3198547338912,1305.6666666666667
-1045055351,2019,6,468.9957200000942,956.6666666666666
-1045055351,2019,7,522.4147605534683,1080.3333333333333
-1045055351,2019,8,474.9066750820447,917.0
-1045055351,2019,9,526.0486998823009,1134.6666666666667
-1045055351,2019,10,494.0606264253378,1096.0
-1045055351,2019,11,771.2255748322603,1797.3333333333333
-1045055351,2019,12,653.6563974896007,1988.0
-1045055351,2020,1,341.03498607416014,814.3333333333334
-1045055351,2020,2,257.8316709840963,574.3333333333334
-1045055351,2020,3,266.60971985864313,584.0
-1045055351,2020,4,238.2721215171484,479.3333333333333
-1045055351,2020,5,231.86299885164388,493.6666666666667
-1045055351,2020,6,175.27392461941278,348.0
-1045055351,2020,7,163.05448720639268,304.6666666666667
-1045055351,2020,8,160.61987678458192,318.0
-1047088120,2017,12,0.6601042269832079,14.0
-1047088120,2018,1,0.2283884738527214,3.0
-1047088120,2018,2,0.1644940196210186,3.0
-1047088120,2018,3,0.1241031390134529,2.0
-1047088120,2018,4,21.652643811737363,1836.0
-1047088120,2018,5,0.0555181695827725,2.0
-1047088120,2018,6,0.0666743970315398,2.0
-1047088120,2018,7,0.0377337238116693,2.0
-1047088120,2018,8,0.033584185106144,2.0
-1047088120,2018,9,0.0405154399814255,3.0
-1047088120,2018,10,0.087083708370837,5.0
-1047088120,2018,11,0.0532112218873174,2.0
-1047088120,2018,12,0.0183959618620302,1.0
-1047088120,2019,1,0.0268835423020445,1.0
-1047088120,2019,2,0.0383707934931081,2.0
-1047088120,2019,3,0.0153269754768392,1.0
-1047088120,2019,4,0.0103129028477674,1.0
-1047088120,2019,5,0.0555118552646364,2.0
-1047088120,2019,6,0.0162649192604727,1.0
-1047088120,2019,7,0.0210240759579518,2.0
-1047088120,2019,8,0.0098776518127736,1.0
-1047088120,2019,9,0.1027982671818288,3.0
-1047088120,2019,10,0.0590097219082071,1.0
-1047088120,2019,11,0.0133411351667641,2.0
-1047088120,2019,12,0.0184186882300089,1.0
-1047088120,2020,1,0.0152164111812443,1.0
-1047088120,2020,2,0.0127327327327327,1.0
-1047088120,2020,3,0.0130117779024116,1.0
-1047088120,2020,4,0.2015081206496519,7.0
-1047088120,2020,5,0.3167283742847526,6.0
-1047088120,2020,6,0.0346719589073079,2.0
-1047088120,2020,7,0.0360593125140417,2.0
-1047088120,2020,8,0.0122306348281887,1.0
-104796069,2017,12,287.08680555555554,487.0
-104796069,2018,1,297.8854887432317,639.0
-104796069,2018,2,265.0048939641109,522.5
-104796069,2018,3,241.98384925975773,502.0
-104796069,2018,4,235.0013927576601,465.5
-104796069,2018,5,223.23843416691992,481.0
-104796069,2018,6,228.4775778473188,394.0
-104796069,2018,7,259.0983972131807,510.5
-104796069,2018,8,252.5242261103634,513.0
-104796069,2018,9,208.9497503109007,433.0
-104796069,2018,10,179.57982488687125,379.5
-104796069,2018,11,169.3884239888424,365.0
-104796069,2018,12,168.61624625537274,349.0
-104796069,2019,1,172.62106121450188,393.0
-104796069,2019,2,174.48137108792844,369.5
-104796069,2019,3,158.77427713365176,391.5
-104796069,2019,4,115.03256818768747,258.0
-104796069,2019,5,94.96639313022776,162.0
-104796069,2019,6,100.86278984017989,186.5
-104796069,2019,7,108.25650599144498,180.0
-104796069,2019,8,114.48161404963788,205.5
-104796069,2019,9,88.9637399453215,158.0
-104796069,2019,10,83.76416541710859,152.5
-104796069,2019,11,103.08441185695432,204.0
-104796069,2019,12,109.56633730536498,200.5
-104796069,2020,1,108.69119836589802,194.0
-104796069,2020,2,96.62666659725764,168.0
-104796069,2020,3,132.08160469954,274.0
-104796069,2020,4,191.54426618998565,298.5
-104796069,2020,5,175.2001356852103,302.0
-104796069,2020,6,157.3104444024801,249.0
-104796069,2020,7,142.3481182795699,218.5
-104796069,2020,8,130.0325626693767,192.5
-1048555646,2017,12,183.10042720521065,376.7272727272728
-1048555646,2018,1,167.4387582953695,405.54545454545456
-1048555646,2018,2,166.0685480923868,477.7272727272728
-1048555646,2018,3,195.28035525046863,607.1818181818181
-1048555646,2018,4,150.70526318001126,328.1818181818182
-1048555646,2018,5,128.4008491057525,272.54545454545456
-1048555646,2018,6,147.51654674805994,429.54545454545456
-1048555646,2018,7,170.01181976623283,414.3636363636364
-1048555646,2018,8,135.9957040629752,298.1818181818182
-1048555646,2018,9,205.91122420947372,569.3636363636364
-1048555646,2018,10,193.88906063959652,559.6363636363636
-1048555646,2018,11,155.71160336449475,365.7272727272728
-1048555646,2018,12,166.01594413252727,399.9090909090909
-1048555646,2019,1,198.5238500374019,531.1818181818181
-1048555646,2019,2,168.5864500312776,421.09090909090907
-1048555646,2019,3,201.65843859498685,550.0909090909091
-1048555646,2019,4,196.79212766109424,538.8181818181819
-1048555646,2019,5,125.2058700657264,285.90909090909093
-1048555646,2019,6,109.14886271933202,296.27272727272725
-1048555646,2019,7,133.20447638082817,314.45454545454544
-1048555646,2019,8,98.18014277427731,202.72727272727272
-1048555646,2019,9,146.1760321471055,451.45454545454544
-1048555646,2019,10,123.64637291379805,430.0
-1048555646,2019,11,123.12393259888402,309.27272727272725
-1048555646,2019,12,137.27534542147296,321.0
-1048555646,2020,1,132.4858281167914,316.45454545454544
-1048555646,2020,2,115.69785024593789,247.63636363636363
-1048555646,2020,3,148.66296367670026,416.6363636363636
-1048555646,2020,4,153.51559547132695,313.45454545454544
-1048555646,2020,5,126.29270977804528,298.6363636363636
-1048555646,2020,6,107.20756405720448,273.8181818181818
-1048555646,2020,7,133.02234040815125,314.8181818181818
-1048555646,2020,8,104.61359868247828,200.3636363636364
-1057009029,2017,12,27.33417134016631,57.0
-1057009029,2018,1,26.67921778209644,58.0
-1057009029,2018,2,49.69063004846527,745.0
-1057009029,2018,3,30.84585201793722,349.0
-1057009029,2018,4,25.72269396301036,116.0
-1057009029,2018,5,42.183755889611845,756.0
-1057009029,2018,6,29.30801345239476,84.0
-1057009029,2018,7,25.19117978795398,136.0
-1057009029,2018,8,23.86340640809444,73.0
-1057009029,2018,9,26.59138411518811,221.0
-1057009029,2018,10,13.188422119608065,37.0
-1057009029,2018,11,12.500696217219772,37.0
-1057009029,2018,12,12.41999551166966,41.0
-1057009029,2019,1,11.26253253366527,31.0
-1057009029,2019,2,11.23186785891704,33.0
-1057009029,2019,3,9.228525860104808,30.0
-1057009029,2019,4,8.321462153267513,33.0
-1057009029,2019,5,35.82128582848007,815.0
-1057009029,2019,6,15.346760895170789,45.0
-1057009029,2019,7,10.513623978201634,25.0
-1057009029,2019,8,8.372877544135838,25.0
-1057009029,2019,9,6.395901639344262,24.0
-1057009029,2019,10,5.921754862053369,24.0
-1057009029,2019,11,11.149388810531264,37.0
-1057009029,2019,12,12.749040848566915,66.0
-1057009029,2020,1,12.97659165441592,35.0
-1057009029,2020,2,11.548355899419729,30.0
-1057009029,2020,3,14.474629901683809,60.0
-1057009029,2020,4,104.42225837061136,3777.0
-1057009029,2020,5,22.529709086824667,797.0
-1057009029,2020,6,14.976273959794296,46.0
-1057009029,2020,7,18.22079820123665,64.0
-1057009029,2020,8,18.1798833819242,51.0
-105985911,2017,12,34.86797915460336,68.0
-105985911,2018,1,28.86149053438773,66.0
-105985911,2018,2,22.2102998520909,52.0
-105985911,2018,3,21.31542946849069,52.0
-105985911,2018,4,21.16081395348837,80.0
-105985911,2018,5,19.97060803230873,692.0
-105985911,2018,6,22.711931290622097,53.0
-105985911,2018,7,21.62918687267396,50.0
-105985911,2018,8,15.14667865572665,39.0
-105985911,2018,9,12.630790665273423,40.0
-105985911,2018,10,9.973304798378011,33.0
-105985911,2018,11,12.530789748347445,36.0
-105985911,2018,12,12.445466786355476,33.0
-105985911,2019,1,13.111048286780504,30.0
-105985911,2019,2,13.202160685458836,33.0
-105985911,2019,3,12.125796903460838,32.0
-105985911,2019,4,12.43551797040169,33.0
-105985911,2019,5,13.741247576690617,292.0
-105985911,2019,6,15.93018335684062,41.0
-105985911,2019,7,16.300384963768117,42.0
-105985911,2019,8,11.445267766924893,45.0
-105985911,2019,9,8.143325526932085,23.0
-105985911,2019,10,8.947773004747908,37.0
-105985911,2019,11,18.45425719318849,59.0
-105985911,2019,12,16.81522842639594,102.0
-105985911,2020,1,14.859322033898303,49.0
-105985911,2020,2,11.472457115245229,35.0
-105985911,2020,3,14.733715828552144,35.0
-105985911,2020,4,17.109284463010376,36.0
-105985911,2020,5,19.263973063973065,69.0
-105985911,2020,6,16.37164213968699,42.0
-105985911,2020,7,17.09148123173747,42.0
-105985911,2020,8,13.793706293706292,30.0
-1067790504,2017,12,172.0293846918002,1001.0
-1067790504,2018,1,108.47335263169204,2089.8571428571427
-1067790504,2018,2,60.09921117777392,374.4285714285714
-1067790504,2018,3,62.17744267456288,379.4285714285714
-1067790504,2018,4,58.68254276818781,344.7142857142857
-1067790504,2018,5,54.25366562427853,287.85714285714283
-1067790504,2018,6,57.472678429682425,295.85714285714283
-1067790504,2018,7,72.35850985167235,354.0
-1067790504,2018,8,73.21273189905011,381.4285714285714
-1067790504,2018,9,68.64547095629709,404.1428571428572
-1067790504,2018,10,56.96125211578317,361.0
-1067790504,2018,11,83.83897261121204,925.7142857142856
-1067790504,2018,12,125.17854568547322,941.5714285714286
-1067790504,2019,1,102.77330251900148,1793.2857142857142
-1067790504,2019,2,66.3233393214924,356.85714285714283
-1067790504,2019,3,66.30188565904764,348.1428571428572
-1067790504,2019,4,56.568473281105646,321.42857142857144
-1067790504,2019,5,56.180809218073215,278.0
-1067790504,2019,6,60.86336412861453,261.85714285714283
-1067790504,2019,7,69.16286504404461,321.0
-1067790504,2019,8,69.55437706899075,310.42857142857144
-1067790504,2019,9,65.03635587885003,345.42857142857144
-1067790504,2019,10,61.1738961656825,344.7142857142857
-1067790504,2019,11,93.05487713865436,958.7142857142856
-1067790504,2019,12,142.2893958959672,995.4285714285714
-1067790504,2020,1,117.74529260584087,1835.4285714285716
-1067790504,2020,2,76.89152043222602,375.1428571428572
-1067790504,2020,3,273.797279861022,3290.0
-1067790504,2020,4,640.7543158034149,4573.714285714285
-1067790504,2020,5,411.7582690549399,2986.8571428571427
-1067790504,2020,6,204.74414844767077,1061.7142857142858
-1067790504,2020,7,177.85588390026237,782.5714285714286
-1067790504,2020,8,163.3244484970935,654.8571428571429
-1072383612,2017,12,11.726500675545262,62.0
-1072383612,2018,1,3.5872168860429268,14.0
-1072383612,2018,2,1.6887007926911193,7.0
-1072383612,2018,3,1.1078717201166182,6.0
-1072383612,2018,4,0.6722170470423847,5.0
-1072383612,2018,5,0.7107744107744107,5.0
-1072383612,2018,6,0.7880687093779016,5.0
-1072383612,2018,7,0.5851952155269691,4.0
-1072383612,2018,8,0.3114163476694438,3.0
-1072383612,2018,9,0.2805997907706614,3.0
-1072383612,2018,10,0.2750028188070808,3.0
-1072383612,2018,11,0.3391962725684333,3.0
-1072383612,2018,12,0.3159195596000449,3.0
-1072383612,2019,1,0.2952791647753064,4.0
-1072383612,2019,2,0.2739640539191213,3.0
-1072383612,2019,3,0.1810543278084714,3.0
-1072383612,2019,4,0.2334916864608076,3.0
-1072383612,2019,5,0.1746543778801843,3.0
-1072383612,2019,6,0.1759203012999635,3.0
-1072383612,2019,7,0.2272727272727272,4.0
-1072383612,2019,8,0.1207762557077625,2.0
-1072383612,2019,9,0.1242324043457723,2.0
-1072383612,2019,10,0.0932193732193732,2.0
-1072383612,2019,11,0.2721361863104385,4.0
-1072383612,2019,12,0.1571330902461258,3.0
-1072383612,2020,1,0.1060901479527468,3.0
-1072383612,2020,2,0.1038271604938271,2.0
-1072383612,2020,3,0.1367401703418504,3.0
-1072383612,2020,4,0.1592846164594103,3.0
-1072383612,2020,5,0.1516074450084602,3.0
-1072383612,2020,6,0.1237162082398772,2.0
-1072383612,2020,7,0.2079810618870476,2.0
-1072383612,2020,8,0.1144205249189029,2.0
-1074314012,2017,12,1338.804398148148,2391.0
-1074314012,2018,1,1442.3357825985538,3125.0
-1074314012,2018,2,1183.2719592329354,2245.0
-1074314012,2018,3,1081.4797623051911,2274.0
-1074314012,2018,4,1110.7339150668993,2410.0
-1074314012,2018,5,1313.2289656719768,2751.0
-1074314012,2018,6,1147.0206520478014,1973.0
-1074314012,2018,7,1243.3044213850665,2499.0
-1074314012,2018,8,826.8630075357103,1674.0
-1074314012,2018,9,630.7798047873576,1228.0
-1074314012,2018,10,662.5958309859155,1650.0
-1074314012,2018,11,641.8167885754093,1420.0
-1074314012,2018,12,644.2397306397306,1228.0
-1074314012,2019,1,761.2039868614792,1459.0
-1074314012,2019,2,549.7917753758231,1170.0
-1074314012,2019,3,563.485870556062,1110.0
-1074314012,2019,4,467.6634524929445,927.0
-1074314012,2019,5,571.0598446779351,1302.0
-1074314012,2019,6,484.5948724007561,894.0
-1074314012,2019,7,499.3858670914884,1341.0
-1074314012,2019,8,1011.9798446120932,2172.0
-1074314012,2019,9,679.0508494434681,1264.0
-1074314012,2019,10,674.6102558297487,1495.0
-1074314012,2019,11,603.886577338975,1259.0
-1074314012,2019,12,519.9753811405985,919.0
-1074314012,2020,1,753.9775840597758,1926.0
-1074314012,2020,2,557.8295605858855,1211.0
-1074314012,2020,3,609.3663568351848,1143.0
