Year,Month,mean,max
2018,1,204.56275862068966,459.0
2019,1,121.06630581867388,239.0
2020,1,74.82791327913279,160.0
2018,2,160.28267973856208,325.0
2019,2,96.5424739195231,202.0
2020,2,71.48335745296671,136.0
2018,3,115.95962314939435,260.0
2019,3,78.45280437756497,169.0
2020,3,65.42432432432433,142.0
2018,4,104.96666666666667,196.0
2019,4,59.183875530410184,111.0
2020,4,87.42960812772134,150.0
2018,5,100.86137281292059,194.0
2019,5,82.26702997275204,202.0
2020,5,111.5764546684709,218.0
2018,6,169.5625,388.0
2019,6,85.52849002849003,221.0
2020,6,87.78651685393258,197.0
2018,7,164.7783783783784,353.0
2019,7,116.8829931972789,228.0
2020,7,103.557200538358,192.0
2018,8,94.44952893674294,193.0
2019,8,69.98785425101215,137.0
2020,8,76.76923076923077,134.0
2018,9,85.32914923291493,162.0
2019,9,73.56540084388186,159.0
2018,10,77.01621621621622,154.0
2019,10,59.851150202976996,123.0
2018,11,109.68340306834031,259.0
2019,11,72.74225352112676,147.0
2017,12,208.13657407407408,385.0
2018,12,102.93943472409153,236.0
2019,12,80.73748308525033,158.0
