Year,Month,mean,max
2018,1,205.4297520661157,490.0
2019,1,173.52232746955346,401.0
2020,1,96.11397557666214,225.0
2018,2,209.0441176470588,603.0
2019,2,162.9150521609538,367.0
2020,2,94.83236994219654,221.0
2018,3,187.25033647375506,415.0
2019,3,140.99316005471957,302.0
2020,3,116.7997311827957,324.0
2018,4,147.34122562674094,335.0
2019,4,137.58014184397163,360.0
2020,4,154.86206896551724,373.0
2018,5,138.0942126514132,289.0
2019,5,127.9769647696477,286.0
2020,5,107.47090663058187,241.0
2018,6,160.4625,455.0
2019,6,109.89158345221112,222.0
2020,6,87.2398316970547,196.0
2018,7,157.41677943166442,360.0
2019,7,97.0108843537415,194.0
2020,7,83.5,169.0
2018,8,198.23822341857334,675.0
2019,8,98.39811066126856,224.0
2020,8,76.16724738675958,164.0
2018,9,138.10724233983288,287.0
2019,9,91.51830985915493,212.0
2018,10,131.1418918918919,281.0
2019,10,102.40324763193505,241.0
2018,11,200.10320781032078,465.0
2019,11,102.64275668073137,237.0
2017,12,231.87962962962962,533.0
2018,12,196.4549125168237,428.0
2019,12,103.39648173207037,229.0
