Year,Month,mean,max
2018,1,57.317934782608695,145.0
2019,1,62.204884667571235,175.0
2020,1,68.34924965893588,188.0
2018,2,50.678972712680576,139.0
2019,2,100.68955223880597,306.0
2020,2,77.97810218978103,229.0
2018,3,89.40456989247312,413.0
2019,3,48.48834019204389,143.0
2020,3,114.81062670299727,378.0
2018,4,46.352367688022284,193.0
2019,4,51.323903818953326,153.0
2020,4,102.16584564860428,223.0
2018,5,32.70967741935484,81.0
2019,5,36.34109589041096,101.0
2020,5,154.41450068399453,453.0
2018,6,39.8442280945758,123.0
2019,6,50.1882183908046,137.0
2020,6,112.78450704225352,265.0
2018,7,50.5277401894452,128.0
2019,7,63.407967032967036,162.0
2020,7,77.47510094212652,173.0
2018,8,37.706756756756754,84.0
2019,8,66.33603238866397,197.0
2020,8,73.82229965156795,166.0
2018,9,34.23816155988858,97.0
2019,9,61.949367088607595,190.0
2018,10,31.493910690121787,81.0
2019,10,48.82608695652174,134.0
2018,11,40.13604488078541,141.0
2019,11,50.741889985895625,137.0
2017,12,62.342592592592595,134.0
2018,12,58.40161725067385,170.0
2019,12,72.72628726287263,185.0
